"","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"ENSG00000170545",5.74921489700354,-6.06315816255994,1.28903687734288e-07,2.05620576989474e-06,6.82916149489917,"SMAGP"
"ENSG00000155367",5.09221352357988,-6.06271138773149,1.29118049197724e-07,2.05899297974787e-06,7.39511445184397,"PPM1J"
"ENSG00000159131",5.89545342843912,-6.06252283226227,1.292086238711e-07,2.05980510727191e-06,6.3002797182768,"GART"
"ENSG00000138379",4.26996148378959,6.06242023250639,1.29257935293355e-07,2.05995913197268e-06,7.36467955783712,"MSTN"
"ENSG00000232415",4.99071464877701,6.06199870107925,1.29460727684765e-07,2.06255830914882e-06,7.00885942278077,"ELN-AS1"
"ENSG00000224699",4.92724994951343,6.06184281292482,1.29535803140076e-07,2.06312174014086e-06,7.14568058536967,"LAMTOR5-AS1"
"ENSG00000250761",1.53856262834869,6.06110110727196,1.29893600068048e-07,2.0681863616106e-06,6.64207594783771,"AC093305.1"
"ENSG00000176700",5.34537234955243,6.06029238612889,1.30284843928484e-07,2.07362661270882e-06,6.76553532154184,"SCAND2P"
"ENSG00000152104",5.83601277386014,-6.06022993845168,1.30315103562657e-07,2.07362661270882e-06,6.51115876142725,"PTPN14"
"ENSG00000108576",4.80815508043458,6.06005582252583,1.3039951001445e-07,2.07433439782325e-06,6.94369789899902,"SLC6A4"
"ENSG00000088727",5.51351648837133,6.05963122995347,1.3060556817628e-07,2.07697633579138e-06,6.50911204034004,"KIF9"
"ENSG00000140093",4.38168281813544,6.05847371792024,1.31168962237177e-07,2.08529751042543e-06,7.13519028744177,"SERPINA10"
"ENSG00000250919",2.45489113763337,-6.05779459704925,1.31500632680327e-07,2.08993082602438e-06,7.36812126635363,"UGT2B26P"
"ENSG00000239523",4.71082996232009,6.05643312086376,1.32168064318039e-07,2.09989590629339e-06,7.21464788844418,"MYLK-AS1"
"ENSG00000118707",5.77940010396733,-6.05562640060163,1.32565126386796e-07,2.1055605552735e-06,6.51977289252741,"TGIF2"
"ENSG00000233365",2.40226491536359,-6.05467775052591,1.33033561436269e-07,2.11235502776892e-06,7.35671892524812,"AL121956.1"
"ENSG00000249049",2.89315508733851,-6.05416499393401,1.33287440260392e-07,2.11573958792802e-06,7.31706609883666,"AC074124.1"
"ENSG00000274422",4.932597677306,6.05349396258499,1.33620412062245e-07,2.12037718029379e-06,7.00595464547713,"AC245060.5"
"ENSG00000115641",5.99216752579503,-6.05317409882161,1.33779422000239e-07,2.12225224140471e-06,6.4282307992092,"FHL2"
"ENSG00000275342",5.78188876529765,-6.05237698891978,1.34176497708796e-07,2.12790163674077e-06,6.56527091109478,"PRAG1"
"ENSG00000115325",5.69769655316747,-6.05056847494887,1.35081744825683e-07,2.14118585181852e-06,6.62526038796171,"DOK1"
"ENSG00000274270",4.35614382948708,6.05053895638571,1.35096570471208e-07,2.14118585181852e-06,7.32163830674628,"AL137060.3"
"ENSG00000253223",2.55134324387637,6.05018167072198,1.35276144775031e-07,2.14337811090026e-06,7.17377431974015,"AC110998.1"
"ENSG00000186665",5.50324121591326,6.04971360713244,1.35511755638062e-07,2.14645663183534e-06,6.51041450190805,"C17orf58"
"ENSG00000270039",4.83098702991977,6.04906514727901,1.3583884686301e-07,2.15098185002158e-06,7.13313831272683,"AC025165.5"
"ENSG00000234264",2.3715437761286,-6.04889052774705,1.35927061065126e-07,2.15143311516136e-06,7.33665654564122,"DEPDC1-AS1"
"ENSG00000249755",3.39727311064565,6.0488448105335,1.35950165859698e-07,2.15143311516136e-06,7.32961499639572,"AC083829.1"
"ENSG00000187902",3.87610635033595,6.04853339367036,1.36107655094335e-07,2.1532695227683e-06,7.28622164733369,"SHISA7"
"ENSG00000198805",5.93895893932876,-6.04809779327974,1.36328250271062e-07,2.15610286593082e-06,6.26691130491459,"PNP"
"ENSG00000255422",3.64590238449941,-6.04722146829263,1.3677311196867e-07,2.16248029799765e-06,6.87615770021904,"AP002954.1"
"ENSG00000102053",5.2886815515193,6.04705528388877,1.36857637087415e-07,2.16315840500138e-06,6.72672886594938,"ZC3H12B"
"ENSG00000228325",2.38613829348941,-6.04656744763266,1.37106061367556e-07,2.16642588573297e-06,7.32859677441422,"IGKV3D-7"
"ENSG00000103642",5.75677436668477,-6.04591558423969,1.37438713562254e-07,2.17102186817068e-06,6.49758230114121,"LACTB"
"ENSG00000248508",5.25096456542292,6.04493881356251,1.37938670178225e-07,2.17825704268679e-06,6.73800690008584,"SRP14-AS1"
"ENSG00000197153",2.72807346583568,-6.04382828570952,1.38509284535795e-07,2.1866032721886e-06,7.26861176375643,"HIST1H3J"
"ENSG00000253338",2.42104511872307,-6.04306103516344,1.38904884026401e-07,2.192182364735e-06,7.31663339060669,"IGLV3-29"
"ENSG00000257729",1.70082262943789,6.04250105109862,1.39194323759683e-07,2.19608317540558e-06,6.85304409126909,"AC090679.2"
"ENSG00000230289",3.46046947490429,6.04233593349066,1.39279782619803e-07,2.19676436740414e-06,7.3315409515948,"AL358781.2"
"ENSG00000010704",5.61639269550169,-6.04221062238198,1.39344673864525e-07,2.19712084551063e-06,6.7723306328349,"HFE"
"ENSG00000264278",4.92119406264072,6.04198570454954,1.39461220890757e-07,2.19829134410145e-06,7.0290305566822,"ZNF236-DT"
"ENSG00000257732",3.14107544509556,-6.04157398081646,1.3967481713267e-07,2.20099043048551e-06,7.1650846401145,"AC089983.1"
"ENSG00000075826",5.50385819785724,6.04129240511222,1.39821081536627e-07,2.2024593929444e-06,6.36858633898202,"SEC31B"
"ENSG00000099937",4.70769968578713,6.0412313388651,1.39852822445309e-07,2.2024593929444e-06,6.92884846235667,"SERPIND1"
"ENSG00000137812",5.4346162832377,-6.04098190947969,1.39982544751501e-07,2.20383428182409e-06,7.18892416629143,"KNL1"
"ENSG00000227811",3.34212669610133,6.04021386726372,1.40382736288964e-07,2.20946521695148e-06,7.31167839631568,"INKA2-AS1"
"ENSG00000183508",5.76005235228477,6.03883595067631,1.41103555372507e-07,2.22013752750552e-06,5.88689563639182,"TENT5C"
"ENSG00000236241",2.37185788950992,-6.0377739042161,1.41661643130757e-07,2.22824372001676e-06,7.2981717134376,"AC119744.1"
"ENSG00000250462",5.5094560856092,6.03750575481378,1.41802897463627e-07,2.22979047664204e-06,6.47756386591882,"LRRC37BP1"
"ENSG00000181638",5.57301027108713,6.03683173613774,1.42158571490761e-07,2.23470693592465e-06,6.37331917151021,"ZFP41"
"ENSG00000135932",6.00558813822031,-6.0361021594509,1.4254456162273e-07,2.24009684045594e-06,5.98432344499702,"CAB39"
"ENSG00000165699",5.81881029300631,6.03597436345439,1.42612280471594e-07,2.2403033246736e-06,6.00396758675579,"TSC1"
"ENSG00000223669",2.60976931757653,-6.03591463261863,1.42643942680454e-07,2.2403033246736e-06,7.29636647881943,"AL357033.2"
"ENSG00000111424",5.8576063597203,-6.03419723465987,1.43557295609265e-07,2.25328572087122e-06,6.46792074914682,"VDR"
"ENSG00000204264",5.9884654758571,-6.03260208475903,1.44410835724716e-07,2.26599835676288e-06,6.20604279179724,"PSMB8"
"ENSG00000139651",5.79806739674635,6.03175559186657,1.4486582595733e-07,2.27245142566037e-06,6.01034166373034,"ZNF740"
"ENSG00000259466",2.41467513345768,6.03079056096855,1.45386267264266e-07,2.27992699349461e-06,7.13241355364278,"NPM1P47"
"ENSG00000177692",4.94665650825644,6.03061003170559,1.4548383268979e-07,2.28076857078013e-06,6.94759759554787,"DNAJC28"
"ENSG00000257327",3.11109031280494,6.03016871957627,1.45722609723629e-07,2.28382276488127e-06,7.22845926615041,"AC012555.1"
"ENSG00000107018",3.64820374538548,6.02800866639278,1.46896957647063e-07,2.30153333461867e-06,7.28524919978808,"RLN1"
"ENSG00000214182",5.17168356151548,-6.02744989922941,1.47202267440887e-07,2.30562152626586e-06,7.15298732732771,"PTMAP5"
"ENSG00000115718",5.38074684664474,6.02725446309189,1.47309202222519e-07,2.30660105252223e-06,6.46500647785607,"PROC"
"ENSG00000264112",5.58599602226573,6.02605974663572,1.47964582206643e-07,2.31616508103765e-06,6.22193706265365,"AC015813.1"
"ENSG00000244267",2.3043015883918,-6.02535469404327,1.48352707351781e-07,2.32154113185375e-06,7.25562372710135,"RPL34P22"
"ENSG00000108786",5.24422230223156,6.02431701823439,1.48925778304276e-07,2.32980725264087e-06,6.70713602813923,"HSD17B1"
"ENSG00000280255",4.56106542571437,6.02392336595812,1.49143752966304e-07,2.33251491318824e-06,7.07342010773689,"AC004947.2"
"ENSG00000238042",4.15361134470398,-6.0235211163341,1.49366815459478e-07,2.33530049063548e-06,6.83410206391556,"LINC02257"
"ENSG00000168961",5.98514099379417,-6.02307504369158,1.49614566877745e-07,2.33847027905125e-06,6.43427174396191,"LGALS9"
"ENSG00000179195",6.03996084426669,6.02283122196232,1.4975015937067e-07,2.33988564810339e-06,5.45373929195443,"ZNF664"
"ENSG00000214575",5.1474971299797,6.02226205366567,1.50067156498147e-07,2.34413380899119e-06,6.69699410346782,"CPEB1"
"ENSG00000101333",5.68052766714813,6.02192581652601,1.5025473609863e-07,2.34627405805119e-06,6.03128455810552,"PLCB4"
"ENSG00000204965",4.40067346733913,6.0218546065004,1.50294492535596e-07,2.34627405805119e-06,7.09917461868036,"PCDHA5"
"ENSG00000272701",4.54184039044926,6.02159974271413,1.50436868173411e-07,2.34779124334076e-06,7.13685993613307,"MESTIT1"
"ENSG00000117069",5.45473476525309,6.02077167400934,1.50900380856873e-07,2.35431783394533e-06,6.26697834356519,"ST6GALNAC5"
"ENSG00000276980",4.82744587637007,-6.0206088033057,1.50991714735247e-07,2.35503558911889e-06,6.78336183664353,"AC008760.2"
"ENSG00000279594",4.12988121550026,6.02010507489478,1.51274540800105e-07,2.35873874331592e-06,7.26427173294004,"AL049780.3"
"ENSG00000177169",5.94316345217951,6.0195737523907,1.51573430090148e-07,2.36269006507757e-06,5.60194276489943,"ULK1"
"ENSG00000060558",5.70504021562347,-6.01853736636813,1.52158125526251e-07,2.37109275752574e-06,6.86671530830555,"GNA15"
"ENSG00000078043",5.68329323831402,6.01811576859829,1.52396617703507e-07,2.37409711429325e-06,6.12400945609735,"PIAS2"
"ENSG00000179051",6.05587622179738,-6.01746030711746,1.52768140795907e-07,2.37917145890604e-06,5.88649019934333,"RCC2"
"ENSG00000166707",4.98872119073749,6.01719494980607,1.5291880399617e-07,2.38080417824903e-06,6.76732838830026,"ZCCHC18"
"ENSG00000137802",5.72830249424755,6.01654691481893,1.53287362374526e-07,2.38582732918098e-06,6.05403055126294,"MAPKBP1"
"ENSG00000213781",2.37082957434486,-6.01598865818534,1.53605568043288e-07,2.39006399584336e-06,7.22278864067194,"PSMC1P2"
"ENSG00000278601",4.19549243194428,6.01587811025204,1.53668658004907e-07,2.3903297778404e-06,7.21273663553511,"AL158163.2"
"ENSG00000023892",5.71606175913909,-6.01509740708491,1.54114940212842e-07,2.39655420647052e-06,6.63974023623332,"DEF6"
"ENSG00000196365",5.98914881721951,6.01455369141475,1.5442651060659e-07,2.40068070977103e-06,5.52205822271537,"LONP1"
"ENSG00000272168",5.32759566614533,-6.01334312893559,1.55122458716884e-07,2.41077840866796e-06,7.09263888269062,"CASC15"
"ENSG00000233101",5.06817761822067,-6.01232884368636,1.55707964937234e-07,2.41915418969769e-06,7.23012954709611,"HOXB-AS3"
"ENSG00000196152",5.3557671313937,6.01124295475547,1.56337237496882e-07,2.42820473450315e-06,6.57033283988178,"ZNF79"
"ENSG00000106462",5.59059778259347,-6.00984818142372,1.57149214628247e-07,2.44008675935324e-06,6.67012417793845,"EZH2"
"ENSG00000167580",4.19771938855776,-6.00894552387247,1.57676933569847e-07,2.44754926999936e-06,7.02925085974227,"AQP2"
"ENSG00000105136",5.5314487087935,6.00850858909017,1.57933009546362e-07,2.45079198864148e-06,6.34038343784722,"ZNF419"
"ENSG00000265342",3.01887865797441,6.00831044848118,1.58049270590213e-07,2.45186378150012e-06,7.11791159492355,"AC011933.3"
"ENSG00000140511",5.69783855895736,-6.0066197667098,1.59044757927703e-07,2.46657055324654e-06,6.85061102574979,"HAPLN3"
"ENSG00000235319",2.99140327730326,6.00577610794475,1.59543837097765e-07,2.47357222100187e-06,7.1023772567077,"AC012360.1"
"ENSG00000164070",5.52473219407561,6.00443611798556,1.60339726699455e-07,2.48517009574687e-06,6.1875672264038,"HSPA4L"
"ENSG00000177728",5.92138754702332,6.00426087027407,1.60444106482988e-07,2.4860462595339e-06,5.6690753456379,"TMEM94"
"ENSG00000163539",5.83077978927875,6.00318539270642,1.6108615380786e-07,2.49525045764269e-06,5.83502525675087,"CLASP2"
"ENSG00000148950",5.54909518107286,6.0028308468714,1.61298372053828e-07,2.49779303179868e-06,6.29882630824207,"IMMP1L"
"ENSG00000131116",5.77276169279349,6.00274973662666,1.61346960700524e-07,2.49780095239422e-06,5.90663740288872,"ZNF428"
"ENSG00000182220",6.09260302766671,6.00140212727681,1.62156368465981e-07,2.50958354700077e-06,5.22468382107755,"ATP6AP2"
"ENSG00000184887",5.8228961832244,6.00120226430995,1.62276753945766e-07,2.51069877144083e-06,5.7677866148116,"BTBD6"
"ENSG00000136982",5.2923210050439,-6.000992617461,1.62403128010296e-07,2.5119059579181e-06,6.98511233593098,"DSCC1"
"ENSG00000135930",5.92624612456866,-6.00081746123137,1.62508786221511e-07,2.51279210695012e-06,5.96765311879349,"EIF4E2"
"ENSG00000111897",6.12553340964276,5.9994510225496,1.63335399477275e-07,2.52482217924496e-06,5.13020565313163,"SERINC1"
"ENSG00000179477",4.60734391394148,5.99887510423261,1.63685044715497e-07,2.52947436441074e-06,6.98421487743038,"ALOX12B"
"ENSG00000091128",4.51899495117261,5.99773004105963,1.64382432021284e-07,2.53949594803264e-06,7.03855646722528,"LAMB4"
"ENSG00000213930",5.70836721427889,5.99753535161242,1.64501298424129e-07,2.54057683065612e-06,6.03938052674618,"GALT"
"ENSG00000072694",5.40097648249041,-5.9961221286986,1.6536669446489e-07,2.55318313350041e-06,7.14545233024159,"FCGR2B"
"ENSG00000158411",5.67177647632287,-5.99556721934759,1.65707731231149e-07,2.55768849328078e-06,6.41216038953271,"MITD1"
"ENSG00000105518",5.95275657546378,5.99497093163088,1.66074976704616e-07,2.56183472081699e-06,5.51757155191016,"TMEM205"
"ENSG00000159217",4.22998045733599,-5.99433612018334,1.66466836494778e-07,2.56707457547196e-06,6.9086746397506,"IGF2BP1"
"ENSG00000138794",5.6900960405537,-5.99426065734185,1.6651347960389e-07,2.56707457547196e-06,6.429080892286,"CASP6"
"ENSG00000243811",5.39533990147114,-5.99270261063986,1.67479403220833e-07,2.58119991543612e-06,6.85400521260089,"APOBEC3D"
"ENSG00000138119",6.10040169902627,-5.99085434955767,1.68632463485268e-07,2.59742988672208e-06,6.08346609199046,"MYOF"
"ENSG00000144445",5.70872715294235,-5.98905126506013,1.69764933701811e-07,2.61409821148308e-06,6.33784650925222,"KANSL1L"
"ENSG00000131941",5.8598128591505,-5.9878952670118,1.70494954567492e-07,2.62456144284429e-06,6.47053477954963,"RHPN2"
"ENSG00000255960",3.20532853152493,-5.9868090634344,1.71183739353359e-07,2.63438388458662e-06,7.11094089322859,"AC092851.1"
"ENSG00000140534",5.21282907879186,-5.98661014122866,1.71310179099726e-07,2.63554902130506e-06,7.12605335623028,"TICRR"
"ENSG00000076716",5.82538504244716,-5.98621015868967,1.71564698344316e-07,2.63868334451764e-06,6.35404869750868,"GPC4"
"ENSG00000185942",3.72661622534515,-5.98527460936681,1.72161479448153e-07,2.64707827855856e-06,6.81684407123454,"NKAIN3"
"ENSG00000160007",5.97007879578614,5.9851675076952,1.72229930268853e-07,2.64734727727455e-06,5.45340137088943,"ARHGAP35"
"ENSG00000180340",5.45481066427158,-5.9846577961143,1.72556067582185e-07,2.65157584595234e-06,6.95115179071682,"FZD2"
"ENSG00000256540",4.45119334298958,5.98443959017739,1.7269587329082e-07,2.65293950353379e-06,7.05025772892573,"AC007406.3"
"ENSG00000213640",3.88731072006136,5.98331968966442,1.73415171001218e-07,2.66320183097761e-06,7.12957711370169,"EEF1DP4"
"ENSG00000135924",6.04983978990025,5.98264939175476,1.73847116720425e-07,2.66904642496838e-06,5.29007440455979,"DNAJB2"
"ENSG00000197702",5.98604657793507,-5.98248040047348,1.73956184626144e-07,2.66943983816116e-06,5.9229755788764,"PARVA"
"ENSG00000154548",5.06350657953243,5.98245047901765,1.7397550317615e-07,2.66943983816116e-06,6.64062012336957,"SRSF12"
"ENSG00000113595",5.59771802398246,5.98193124322797,1.7431108299429e-07,2.67379923409664e-06,6.12351257129926,"TRIM23"
"ENSG00000102024",5.98087690509764,-5.98103519581759,1.74891706462097e-07,2.68191373008612e-06,5.94282594035974,"PLS3"
"ENSG00000114739",5.56665672002425,5.98045327601041,1.75269808478388e-07,2.68691874585016e-06,6.17606150199915,"ACVR2B"
"ENSG00000087460",6.39734795721825,5.98025408789626,1.75399417153953e-07,2.68811248342669e-06,3.84657294813073,"GNAS"
"ENSG00000075651",5.80447458239328,-5.97499241732722,1.78857770609144e-07,2.73999638094043e-06,6.34435405550231,"PLD1"
"ENSG00000230115",2.31620427976537,-5.97494337557046,1.7889032074816e-07,2.73999638094043e-06,7.08116463664111,"TPRG1-AS2"
"ENSG00000267709",4.20914956831197,-5.9728522876435,1.80283708157785e-07,2.75933190900065e-06,6.55633340953823,"AC024592.2"
