"","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"ENSG00000163563",5.48846210144999,-4.2014744774251,9.84821095384643e-05,0.000653620275799869,0.559846482496553,"MNDA"
"ENSG00000163900",5.7931073292477,-4.20081388330947,9.86994018657725e-05,0.000654978761595906,-0.0850733163338857,"TMEM41A"
"ENSG00000172349",5.64911847291217,-4.20069550146057,9.87383908555532e-05,0.000655153813347307,0.296417037060311,"IL16"
"ENSG00000066651",5.61222201099162,-4.20023011509965,9.88918103852681e-05,0.000656087998564196,0.1596629815028,"TRMT11"
"ENSG00000081237",5.77406868388384,-4.19982276289359,9.90262880403212e-05,0.000656896293264409,0.191550781463541,"PTPRC"
"ENSG00000129195",5.21312865214906,-4.19935992726276,9.91792974335106e-05,0.000657827297186341,0.874239403115402,"PIMREG"
"ENSG00000253309",4.0006741028787,4.19908789895754,9.9269334542398e-05,0.000658340439981586,1.13101135020475,"SERPINE3"
"ENSG00000178607",5.84312871660671,4.19856381703879,9.94430209428234e-05,0.000659408131469489,-0.52596619232601,"ERN1"
"ENSG00000171124",5.64655531872737,-4.19843979015869,9.94841678878118e-05,0.000659596791531824,1.1524438627998,"FUT3"
"ENSG00000090924",5.83740366656713,-4.19833205378541,9.95199237206084e-05,0.000659749664027114,-0.115347498920805,"PLEKHG2"
"ENSG00000201210",2.10276527700211,-4.19817148284787,9.95732375556349e-05,0.000660018880322207,1.20392028485324,"RNA5SP139"
"ENSG00000213380",5.70081552154197,4.19792462184056,9.96552560168914e-05,0.000660478271603722,-0.171072918959408,"COG8"
"ENSG00000133961",5.98879247948187,-4.19775089436545,9.9713015458803e-05,0.000660776786370746,-0.534532724320369,"NUMB"
"ENSG00000081041",5.39665115951865,-4.19768875893233,9.97336816023267e-05,0.000660829447005137,0.908623662261489,"CXCL2"
"ENSG00000151883",5.84736548479295,-4.19756175944515,9.97759343445013e-05,0.000661025107489699,-0.199818534032521,"PARP8"
"ENSG00000250742",5.56508870874005,-4.19663841493562,0.000100083653424826,0.000662979233715849,0.647202927714673,"LINC02381"
"ENSG00000197822",5.66571423024804,-4.19650660665683,0.000100127655594435,0.000663186157413724,0.205340273090885,"OCLN"
"ENSG00000128815",5.50684661878648,-4.19535946388471,0.000100511404448256,0.00066564302188715,0.572374637096871,"WDFY4"
"ENSG00000178764",5.86374829091905,-4.19526986379334,0.000100541437959618,0.0006657570568129,-0.239213946905277,"ZHX2"
"ENSG00000272186",4.08756356191481,4.19513999104158,0.000100584986116653,0.000665960541443174,1.14471648807926,"AP003392.5"
"ENSG00000008441",5.95857593505532,-4.19509602658277,0.000100599732159966,0.000665973303343386,-0.357407193556257,"NFIX"
"ENSG00000258443",3.31838644606172,4.19483136003501,0.000100688547810941,0.000666476342587542,1.23096817501977,"AC005225.1"
"ENSG00000110057",5.95675904240999,-4.19457414974341,0.000100774934165894,0.000666885990255374,-0.22362900396203,"UNC93B1"
"ENSG00000215114",5.76595069724191,-4.19457065651096,0.000100776107893424,0.000666885990255374,-0.0855498681726585,"UBXN2B"
"ENSG00000023041",5.84742227169803,-4.19414083491617,0.000100920629321203,0.000667757307151524,-0.272511141257113,"ZDHHC6"
"ENSG00000200087",4.44134933628948,-4.19358446221924,0.000101108000199186,0.000668911886202538,1.23056182605941,"SNORA73B"
"ENSG00000259354",4.78295438177405,-4.19332989686904,0.000101193843167143,0.000669394566832918,1.21853711771252,"AC025580.2"
"ENSG00000263368",2.71986341250071,-4.19260974475242,0.000101437071338597,0.000670918090938954,1.22623936976139,"AC069366.1"
"ENSG00000205581",6.03333696179173,-4.1925656904497,0.00010145196886656,0.000670931210602505,-0.613593917413906,"HMGN1"
"ENSG00000179967",5.58491986952137,-4.19212904800343,0.000101599739867398,0.000671822945789841,0.370893861445267,"PPP1R14BP3"
"ENSG00000135451",5.43631452539318,-4.19198125650454,0.000101649803553963,0.000672068451748869,0.676808704562702,"TROAP"
"ENSG00000275936",3.5942292948872,4.19173391997375,0.000101733641171351,0.000672537166740856,1.21109053234531,"AC004263.1"
"ENSG00000186174",5.9192886693388,-4.19134747380611,0.000101864765847342,0.000673318326314608,-0.25725245546634,"BCL9L"
"ENSG00000272202",3.30809507861238,-4.19045581452452,0.000102167939396905,0.000675236372398782,1.18226778501371,"AC097358.2"
"ENSG00000157502",5.04769297190431,-4.19028690125826,0.000102225470159882,0.000675530663531734,1.21163562981529,"PWWP3B"
"ENSG00000225046",1.57307850144153,4.19017959731708,0.000102262033498206,0.000675686339611573,1.09240993843221,"AL035423.1"
"ENSG00000229781",2.3577851516134,-4.19003352651267,0.000102311826849578,0.000675929380994783,1.21431039762241,"AC013444.1"
"ENSG00000168427",4.96717126031101,-4.18956949506333,0.000102470164218245,0.000676889372129012,1.18958557433753,"KLHL30"
"ENSG00000167754",3.626874982419,-4.18873220525213,0.000102756466513918,0.000678694312390557,1.2104352442931,"KLK5"
"ENSG00000273001",4.59190163233014,4.18820464751515,0.000102937257327626,0.00067980199150877,0.885569673271354,"AL731533.2"
"ENSG00000242048",3.53675666489384,-4.18810824485138,0.000102970327238039,0.000679933957972174,1.13326741215365,"AC093583.1"
"ENSG00000260146",2.09535196539789,-4.18798056890022,0.000103014140971371,0.000680136825521235,1.17178626420478,"AC132186.1"
"ENSG00000070915",3.98349487286429,-4.18789122219226,0.000103044812253761,0.000680252881300113,1.11340000278635,"SLC12A3"
"ENSG00000254485",4.10854246881615,4.18764893481896,0.000103128030158715,0.000680715751348734,1.07729152395292,"AC026191.1"
"ENSG00000101199",6.0489380670542,4.18753156158649,0.000103168367504109,0.000680895498641827,-0.971003669847232,"ARFGAP1"
"ENSG00000175104",5.62533324635576,-4.1873957047595,0.000103215076155141,0.000681117244578201,0.0933338033435822,"TRAF6"
"ENSG00000181649",5.68791653056755,-4.18673374427644,0.000103442956855778,0.000682534338390286,0.688464157972687,"PHLDA2"
"ENSG00000226609",3.32483586526295,4.18664304039047,0.000103474219747921,0.000682653919083619,1.21085536344792,"AL390067.1"
"ENSG00000231665",2.94944735824566,4.18623560631374,0.000103614762992337,0.000683494336783125,1.20051760672477,"OGFOD1P1"
"ENSG00000155714",3.4535497468936,4.18537238053962,0.000103913141941213,0.000685288572786719,1.19979958073978,"PDZD9"
"ENSG00000162511",6.09259254019319,-4.18529969716082,0.000103938303353614,0.00068536751014515,-0.48997113676775,"LAPTM5"
"ENSG00000169609",5.68523226792309,4.18524639698766,0.000103956758473238,0.000685402211893227,-0.193424501228121,"C15orf40"
"ENSG00000215807",2.71728417273073,-4.18490534994367,0.000104074920806648,0.00068609420575924,1.20335680582425,"KRT18P65"
"ENSG00000198142",5.76032150047191,-4.18479512990926,0.000104113136496019,0.000686259057791697,-0.0459239955996864,"SOWAHC"
"ENSG00000204614",3.44936063026839,-4.18456672032383,0.000104192374387977,0.000686694230490038,1.18988975648071,"TRIM40"
"ENSG00000232680",3.70374001990233,4.18450169892595,0.00010421494174039,0.000686755845152237,1.06096972675114,"AC002511.1"
"ENSG00000167987",5.8144593673407,-4.18444364942455,0.000104235093319734,0.000686801526738552,-0.240280579694288,"VPS37C"
"ENSG00000169515",5.66288208070269,-4.1843143583874,0.000104279989600146,0.000687010218068222,0.211878393231143,"CCDC8"
"ENSG00000137496",5.64653357897741,-4.18402370354507,0.000104380987870788,0.000687588416868126,0.129861093146082,"IL18BP"
"ENSG00000043462",5.72000843370113,-4.18316808368509,0.000104678853883708,0.000689463130663562,0.0730166081913826,"LCP2"
"ENSG00000242294",5.42746652574241,4.18227146132006,0.000104991878136399,0.000691349561051772,0.0496721432858704,"STAG3L5P"
"ENSG00000103496",5.91587675225078,-4.18217916255232,0.000105024152474748,0.000691474441474217,-0.371572264623744,"STX4"
"ENSG00000235338",2.05909078384945,-4.18195310227378,0.000105103240157445,0.00069190746821337,1.1489071728031,"DUSP5P2"
"ENSG00000224079",3.07153303401566,4.18190104066262,0.000105121462202727,0.000691939750067207,1.19667801452545,"AC091729.1"
"ENSG00000139718",5.86737566765858,4.18112020488591,0.000105395129613755,0.000693653225735116,-0.544350129812401,"SETD1B"
"ENSG00000163681",5.92990667409046,-4.18106411408286,0.000105414814888194,0.000693694907245248,-0.408515606856919,"SLMAP"
"ENSG00000172247",4.48215991636787,4.18080473704829,0.000105505890569939,0.000694206311888378,0.797870442615641,"C1QTNF4"
"ENSG00000181284",5.56462111766648,-4.18057607042797,0.000105586246086453,0.000694647059538508,0.266904467172632,"TMEM102"
"ENSG00000279970",4.85454923417635,-4.18039935236346,0.000105648387045087,0.00069496787801221,1.11398202141775,"AC023024.2"
"ENSG00000165124",5.68511307530614,-4.17965357312373,0.000105911022782302,0.000696607327209989,0.39030264701733,"SVEP1"
"ENSG00000258878",2.4150072491057,-4.17948153638267,0.000105971697499294,0.000696918173655481,1.18244422082038,"AL355076.3"
"ENSG00000115109",5.72292034430378,4.17932946559869,0.000106025358581929,0.000697182822397866,-0.316500001744334,"EPB41L5"
"ENSG00000005961",4.66878628387331,4.17886317193061,0.000106190063459154,0.00069817749392013,0.760038155016782,"ITGA2B"
"ENSG00000137288",5.78878823699399,4.17878164438176,0.000106218886188862,0.000698278630021022,-0.436724572176282,"UQCC2"
"ENSG00000108953",6.21048307152325,4.17871992296356,0.000106240711828596,0.000698333747766052,-1.38669221279811,"YWHAE"
"ENSG00000114686",5.93075738401073,-4.17837658849192,0.000106362199525759,0.000699043860108952,-0.452933429127657,"MRPL3"
"ENSG00000244349",3.77522045500404,-4.17823297054289,0.000106413058165948,0.000699289656457587,1.05217943440537,"AL662791.1"
"ENSG00000107165",4.57955278901538,-4.17721533838132,0.000106774102508554,0.000701573507237815,1.15274417239462,"TYRP1"
"ENSG00000010610",5.87313237825897,-4.17693080237189,0.000106875264867181,0.000702149407044705,-0.204462262264382,"CD4"
"ENSG00000196118",5.0173843545934,4.17653463976401,0.000107016269052253,0.000702986881064707,0.532483705426388,"CCDC189"
"ENSG00000162745",5.87733671292691,-4.17632056577901,0.000107092538362563,0.00070332034318031,-0.0223157547578099,"OLFML2B"
"ENSG00000102243",4.93593933782231,-4.1762900457868,0.000107103416177126,0.00070332034318031,1.06499595155894,"VGLL1"
"ENSG00000149548",5.08238558276124,-4.17627818353419,0.000107107644363141,0.00070332034318031,0.77056571021517,"CCDC15"
"ENSG00000241852",5.52027154832443,-4.17596670156018,0.000107218727035839,0.000703960791661819,0.250874867970828,"C8orf58"
"ENSG00000263786",4.11916468138401,-4.17590485674791,0.000107240795805931,0.000704016717879877,1.05663807056826,"AC022211.1"
"ENSG00000159247",4.70375283065067,4.17578371292744,0.00010728403765745,0.000704211609912211,0.55541674038064,"TUBBP5"
"ENSG00000163518",3.3645394924091,-4.17549216942137,0.000107388172347034,0.000704806102339289,1.16611868893367,"FCRL4"
"ENSG00000057657",5.72248222060941,-4.17525334405414,0.000107473549946091,0.00070527735428814,0.0576615482858092,"PRDM1"
"ENSG00000229589",4.96225358526557,4.17485053728765,0.000107617698270557,0.00070602211011188,0.56392183666029,"ACVR2B-AS1"
"ENSG00000277795",3.68142116662254,4.17483414187157,0.000107623569496783,0.00070602211011188,1.1285415936469,"AC244517.3"
"ENSG00000196260",5.28080916954627,-4.17482230770795,0.000107627807523696,0.00070602211011188,1.076602637258,"SFTA2"
"ENSG00000117475",5.75787583159832,-4.17413387523071,0.000107874626157141,0.000707551865593751,-0.114470122046572,"BLZF1"
"ENSG00000203910",3.07401288944804,4.1740534730397,0.000107903487913089,0.000707651831739036,1.17212044298548,"C1orf146"
"ENSG00000175592",5.6033735530582,-4.17381456624,0.000107989291801015,0.000708061112494872,0.691263191747094,"FOSL1"
"ENSG00000104738",5.85976735976814,-4.17380382052639,0.000107993152700646,0.000708061112494872,-0.180416775348363,"MCM4"
"ENSG00000231087",2.33119297743077,-4.17331898030234,0.000108167493459468,0.0007091146946616,1.163649109438,"FDPSP7"
"ENSG00000204592",6.30762404224654,-4.17295869653292,0.000108297222341741,0.000709875585357411,-1.29127230087448,"HLA-E"
"ENSG00000232021",4.74558941980251,-4.17284805300977,0.000108337092472237,0.000710006612018427,1.12558768035986,"LEF1-AS1"
"ENSG00000052802",5.95304314663332,-4.17282737967516,0.000108344543636334,0.000710006612018427,-0.42769144280183,"MSMO1"
"ENSG00000234262",2.17597424868468,-4.1725931890084,0.000108428986240006,0.000710470368408787,1.13021066609112,"AL356867.1"
"ENSG00000035141",5.83215886819113,-4.17232121133146,0.000108527133833017,0.000711023797119869,-0.284455133818023,"FAM136A"
"ENSG00000134186",5.90450925794332,-4.17213656133372,0.000108593816868041,0.000711370969809888,-0.464394462372441,"PRPF38B"
"ENSG00000167261",5.30585441413772,-4.17143461028546,0.00010884767647698,0.000712944047363215,0.646449488382002,"DPEP2"
"ENSG00000269533",3.71376145076485,4.17117543818017,0.000108941550997915,0.000713443263351054,1.11963033831069,"AC003002.3"
"ENSG00000237223",3.71288077768621,-4.17114837526007,0.000108951357959488,0.000713443263351054,1.16204142273354,"SULT1C2P1"
"ENSG00000204684",1.90322200219114,4.17103504629921,0.000108992434985655,0.000713622302110236,1.0947992519839,"AL133464.1"
"ENSG00000117593",5.71605560910625,-4.1707786269192,0.000109085431730032,0.000714141194569317,-0.0279782844260623,"DARS2"
"ENSG00000240194",3.312580900466,-4.17071632613825,0.000109108038236806,0.000714199195987781,1.16307112686703,"CYMP"
"ENSG00000266995",3.78546983528441,-4.16987816891657,0.000109412614332595,0.000716102666293229,1.09461788959904,"AP001542.1"
"ENSG00000124224",5.57454141604603,-4.16942222001015,0.000109578646445438,0.00071709900458827,0.213060776320416,"PPP4R1L"
"ENSG00000055957",4.52751815380893,4.16771525678528,0.000110202401565256,0.000721090122282283,0.723510213958383,"ITIH1"
"ENSG00000236861",4.46338011135293,4.16750343519015,0.000110280044550251,0.00072129285747557,0.88661167257668,"AC006378.1"
"ENSG00000178750",4.99836399440842,-4.1674929038999,0.000110283906166658,0.00072129285747557,1.15127193625929,"STX19"
"ENSG00000166192",5.19900872714165,4.16748836169219,0.000110285571745073,0.00072129285747557,0.331877686833264,"SENP8"
"ENSG00000171469",5.78331332993064,4.16747923556803,0.000110288918269737,0.00072129285747557,-0.444083931055594,"ZNF561"
"ENSG00000251536",2.08813733755958,4.16659834832298,0.000110612400765825,0.00072331739073476,1.11679395700586,"AC055717.1"
"ENSG00000125124",5.83016468106654,4.16643508933223,0.000110672454206203,0.000723619014073628,-0.510955637310887,"BBS2"
"ENSG00000112041",3.73895689985816,-4.16622023135576,0.000110751536048588,0.000724044960849166,1.01035217866759,"TULP1"
"ENSG00000261652",5.15750593184912,4.16571500857466,0.000110937707022123,0.000725170814120202,0.3758234423267,"C15orf65"
"ENSG00000136286",5.55904878120735,-4.16471911833785,0.00011130557385677,0.000727483933092797,0.28759591085941,"MYO1G"
"ENSG00000118308",5.5573134050957,-4.16436456599505,0.000111436825235305,0.000728250165820759,0.300311605145331,"LRMP"
"ENSG00000128708",5.8015438324749,-4.16390508005033,0.000111607145007228,0.000729271489335371,-0.26847658726051,"HAT1"
"ENSG00000225083",4.1178195146363,-4.16327643570405,0.000111840576169837,0.000730704891137793,1.09018686644522,"GRTP1-AS1"
"ENSG00000123338",5.73478485259299,-4.16314068293403,0.000111891046596668,0.00073094271782765,0.0213472370524999,"NCKAP1L"
"ENSG00000279565",2.51446758187758,-4.1630023267643,0.000111942507627377,0.000731148435505034,1.13795920250888,"AL121835.2"
"ENSG00000274447",3.42338347755384,4.16298035141408,0.000111950683382272,0.000731148435505034,1.12609296217006,"AC005790.1"
"ENSG00000038945",5.75689712173753,-4.16273944503964,0.000112040348634936,0.000731642065482589,0.125326782077126,"MSR1"
"ENSG00000101323",3.32218063817004,4.16228818633139,0.000112208494224465,0.000732647996598951,1.0557818038178,"HAO1"
"ENSG00000175779",2.5622919215736,-4.16138130955154,0.000112547149501989,0.00073472680823076,1.13290330760669,"LINC02694"
"ENSG00000015285",5.57471844181589,-4.16135989642336,0.000112555157768576,0.00073472680823076,0.256673948737726,"WAS"
"ENSG00000243064",2.85850105530759,-4.16121489377099,0.000112609401642302,0.000734988549362329,1.13383809886956,"ABCC13"
"ENSG00000281162",4.29727101110942,-4.1605560016738,0.000112856205024586,0.000736506880523471,1.02622580194817,"LINC01127"
"ENSG00000171051",5.54054252942142,-4.16023746543616,0.000112975708037287,0.00073711152037668,0.415460532293011,"FPR1"
"ENSG00000095981",5.11903422523089,4.16023340923353,0.000112977230564721,0.00073711152037668,-0.0260870061795302,"KCNK16"
"ENSG00000268650",3.63754120772974,4.16003778450591,0.000113050683443011,0.000737498142591436,1.10818576847712,"AC005759.1"
"ENSG00000132623",5.6320000257072,4.15997962379276,0.000113072530461597,0.000737506652944165,-0.257809587809344,"ANKEF1"
"ENSG00000169946",5.401818475614,-4.15995873289976,0.000113080378745683,0.000737506652944165,0.620777788245142,"ZFPM2"
"ENSG00000014216",6.16322829476095,-4.15981231206742,0.000113135400892575,0.000737772890419584,-0.90348350872685,"CAPN1"
"ENSG00000131389",6.01068385191608,-4.1585688196813,0.000113603728256476,0.000740733948021704,-0.541077134122822,"SLC6A6"
"ENSG00000175283",5.70298292790701,4.15837120176414,0.000113678328391279,0.000741117332939498,-0.335146753626999,"DOLK"
"ENSG00000162341",5.67410238031873,-4.15833749748265,0.000113691056386954,0.000741117332939498,-0.0805712782237036,"TPCN2"
"ENSG00000123119",5.22968418303172,4.15796114762388,0.000113833273967564,0.000741951312973383,0.216013128316723,"NECAB1"
"ENSG00000112893",5.91993667032128,-4.15789629583297,0.000113857797995049,0.000742018067866881,-0.449491862958789,"MAN2A1"
"ENSG00000277695",2.04976765670137,4.15735462871211,0.00011406283213231,0.00074326105363126,1.07868545273793,"AC097478.3"
"ENSG00000240401",4.81290357863056,4.15720295870933,0.000114120306979084,0.00074354231612633,0.651543672271922,"AC012358.3"
"ENSG00000260729",4.30381635476302,4.15619324095816,0.000114503651960011,0.000745946424317295,0.837277695324383,"AC009690.1"
"ENSG00000126768",5.86894561877684,4.15609966549166,0.000114539241505845,0.000746084723319294,-0.663896432644213,"TIMM17B"
"ENSG00000201672",2.27980755294452,4.1556422910595,0.000114713348924313,0.000747125151061019,1.07203300186858,"SNORD113-4"
"ENSG00000272308",4.59973818269035,4.1555184868087,0.000114760521211137,0.000747338696290227,0.781814381340382,"AC104113.1"
"ENSG00000140807",5.51438240211662,-4.15454030170906,0.000115133893777485,0.000749676189662298,0.331426026222091,"NKD1"
"ENSG00000178199",5.09359987741567,-4.15426699261045,0.000115238425832033,0.000750262803969604,0.805801140288794,"ZC3H12D"
"ENSG00000273132",4.91757506396819,-4.15416126009944,0.000115278889820289,0.000750432206706337,1.01920328695896,"AL355312.4"
"ENSG00000273812",4.39030406014359,-4.15376046830223,0.000115432398444864,0.000751337362666555,1.05020274782261,"BX640514.2"
"ENSG00000076053",5.75165074085097,-4.15350920951217,0.000115528734890836,0.000751870210762683,-0.209506420290921,"RBM7"
"ENSG00000151116",5.74475801454995,-4.15320077995417,0.000115647097967941,0.00075254625849529,-0.192906199799721,"UEVLD"
"ENSG00000258782",1.53293342707099,4.15294362754436,0.000115745872696447,0.000753094686295707,1.00015352942542,"AL121694.1"
"ENSG00000229674",2.24514649168893,4.15177015698174,0.000116197652434249,0.000755939498443396,1.0900711987901,"AL121578.2"
"ENSG00000158435",5.90449806391204,-4.15132093110645,0.000116371053672459,0.000756944709468921,-0.475895723114419,"CNOT11"
"ENSG00000135144",5.68583551828941,-4.15129439261497,0.000116381305370862,0.000756944709468921,0.0577450527959043,"DTX1"
"ENSG00000224950",4.85844015183123,-4.15120174834663,0.000116417100287982,0.000757082742315913,1.08312579799197,"AL390066.1"
"ENSG00000166938",5.74940008073573,4.15082913104757,0.000116561175972152,0.000757924823086005,-0.439253533013012,"DIS3L"
"ENSG00000154122",6.03362370602854,4.15068923017584,0.000116615314433465,0.000758181960465051,-1.11885746239827,"ANKH"
"ENSG00000186854",5.32181774696689,-4.15048590316889,0.000116694040796633,0.000758598873316849,0.86317884485148,"TRABD2A"
"ENSG00000253276",5.81141126305358,-4.15025807314612,0.000116782315667046,0.000759031902975587,-0.212504061842029,"CCDC71L"
"ENSG00000169855",5.74671129900129,-4.15023857752024,0.000116789872433053,0.000759031902975587,-0.0275161773432187,"ROBO1"
"ENSG00000241157",3.07310275874104,-4.15007080744795,0.000116854921942171,0.000759359676620831,1.04027667575473,"AC104763.1"
"ENSG00000139737",5.4609261802699,4.14995339984819,0.000116900465276739,0.000759560626936931,-0.112754049379161,"SLAIN1"
"ENSG00000169495",4.61985068932748,-4.14982772157474,0.000116949235924155,0.000759782493835629,1.10103352032033,"HTRA4"
"ENSG00000117410",6.04814676663671,4.1497098014554,0.000116995013867639,0.000759984865026173,-1.07011401145053,"ATP6V0B"
"ENSG00000229348",4.18074094926522,4.14940378078149,0.000117113895591337,0.000760661999193939,0.891484105732848,"HYI-AS1"
"ENSG00000108312",6.05017166904836,4.14920294801731,0.00011719197790882,0.000761074002534352,-1.02435486653835,"UBTF"
"ENSG00000134287",6.12069381839893,4.1490638238558,0.000117246097933736,0.000761330305218012,-1.23251558536811,"ARF3"
"ENSG00000119953",5.80513643739788,-4.14865309473224,0.00011740601498051,0.000762273444426074,-0.327875448080865,"SMNDC1"
"ENSG00000250587",1.48824865169799,4.14861375269177,0.000117421343854752,0.00076227770818815,1.00630362506621,"HPRT1P2"
"ENSG00000204776",2.07575819882758,-4.14767881405778,0.000117786195792797,0.000764550726664042,1.04580012261634,"IGKV1OR-3"
"ENSG00000085552",5.55612275006005,-4.14757584062129,0.000117826447377506,0.000764716458095058,0.900692407638447,"IGSF9"
"ENSG00000234618",4.79389508399705,4.14733369609752,0.000117921152461074,0.000765235517732031,0.653190094826458,"RPSAP9"
"ENSG00000237693",3.22118036786712,-4.14720381924067,0.000117971978940251,0.000765469738211791,1.02403991145779,"IRGM"
"ENSG00000261098",5.16175192663709,4.14697150420764,0.000118062946875213,0.000765964328415939,0.32999374809539,"AP000766.1"
"ENSG00000197768",4.20438617025391,4.14684699701119,0.000118111728299385,0.000766185133233396,0.823271943474792,"STPG3"
"ENSG00000280078",2.63586840040547,4.14677050848149,0.000118141705880945,0.00076628391851918,1.06709432027685,"AC016526.3"
"ENSG00000215853",2.6659452940102,-4.14657824542501,0.000118217090660395,0.000766677159926371,1.08781625462629,"RPTN"
"ENSG00000164209",5.8910189893676,4.14648877352253,0.000118252187748851,0.000766809056702923,-0.703350542458436,"SLC25A46"
"ENSG00000232891",2.76993332834048,-4.14616278115998,0.000118380149969815,0.000767543031515258,1.08381547062167,"AL450344.3"
"ENSG00000110628",5.78769080321851,-4.14602114591212,0.000118435788029169,0.000767807952491572,0.0433788690832539,"SLC22A18"
"ENSG00000081853",5.15259604995538,4.14545792375305,0.000118657287261671,0.000769147935420192,0.244150737277902,"PCDHGA2"
"ENSG00000138036",5.70049490428417,4.14510739506301,0.000118795342713839,0.000769863792399608,-0.374324781346394,"DYNC2LI1"
"ENSG00000145331",5.39903268790388,4.14508803944432,0.00011880297043996,0.000769863792399608,0.0395593494628956,"TRMT10A"
"ENSG00000204531",5.40457015601135,-4.14506467695369,0.000118812177839243,0.000769863792399608,0.829431558658841,"POU5F1"
"ENSG00000138623",5.79914250643587,-4.14491681110446,0.000118870469332829,0.000770128729787176,0.314598409269206,"SEMA7A"
"ENSG00000133612",6.00329403031797,4.14488576482332,0.000118882711877683,0.000770128729787176,-0.976526702480766,"AGAP3"
"ENSG00000160194",5.82592789386878,4.14454293225109,0.000119017982987373,0.000770908900152847,-0.593321209449747,"NDUFV3"
"ENSG00000278095",2.32186099347293,-4.1438332453555,0.000119298477318523,0.000772629405460804,1.07461975760462,"AC022509.4"
"ENSG00000127324",6.07445245593852,-4.14353105082968,0.000119418109957575,0.00077330780066507,-0.0753570684951184,"TSPAN8"
"ENSG00000103429",5.96912738292088,-4.14328089194472,0.000119517230645097,0.000773853215470508,-0.58718245006277,"BFAR"
"ENSG00000243137",2.57429025423965,-4.14310266151638,0.000119587899658411,0.000774214297676397,1.07168879598636,"PSG4"
"ENSG00000233956",2.31130068591299,-4.14251730213246,0.000119820281620825,0.000775622092116664,1.07060346111247,"BTF3P6"
"ENSG00000257167",5.13451815592185,4.14247316563734,0.000119837821098681,0.000775638988085318,0.315978149624976,"TMPO-AS1"
"ENSG00000197415",5.18204730514607,-4.1424012193377,0.000119866417293129,0.000775727434485206,1.01062565142573,"VEPH1"
"ENSG00000231119",4.04677017151523,4.14211026591676,0.000119982128749581,0.000776379563713506,0.948989305850497,"AL031666.1"
"ENSG00000156011",5.79911968639523,-4.14194396585689,0.000120048314452152,0.000776677431366348,-0.236177814098633,"PSD3"
"ENSG00000198648",5.92220727733937,-4.14191948631959,0.000120058060039711,0.000776677431366348,-0.408696988361355,"STK39"
"ENSG00000254506",3.27104768431488,4.14186386100665,0.000120080207970381,0.000776689217731262,1.07542135508376,"AP003080.1"
"ENSG00000084733",6.0619117634519,-4.14183982088749,0.000120089781076245,0.000776689217731262,-0.845967421105421,"RAB10"
"ENSG00000270299",2.72551617393778,4.14168680124602,0.000120150732928646,0.000776986703830581,1.06809752527106,"AL121758.1"
"ENSG00000197363",5.58469130435906,4.14152777253005,0.000120214110106506,0.000777299797943173,-0.21127744475592,"ZNF517"
"ENSG00000100368",5.58643931230566,-4.14140102638588,0.000120264645003794,0.000777529786775403,0.237580282174897,"CSF2RB"
"ENSG00000134755",5.8922999183878,-4.1412896819568,0.000120309056065516,0.000777720131744159,-0.26711496989874,"DSC2"
"ENSG00000277491",3.86627310124277,4.14088681331956,0.000120469877794871,0.000778662855306635,1.01081018733273,"AC087392.5"
"ENSG00000229407",3.62883938776551,4.14065685490311,0.0001205617685529,0.000779159861101799,0.965149673119269,"AL359853.1"
"ENSG00000184523",2.35393080945804,4.14010549025518,0.000120782368948022,0.00078048845725442,1.03500928031222,"PTGER4P2"
"ENSG00000264734",1.7033973312396,4.14003744881567,0.000120809619335859,0.000780567462128495,0.987829459971915,"AC069061.2"
"ENSG00000172728",5.44560293173567,-4.13964893512548,0.000120965331976058,0.000781476356314861,0.220534246187147,"FUT10"
"ENSG00000267606",2.18809404221666,4.13952054994044,0.000121016830266451,0.000781711848770756,1.03621397175144,"AC006116.9"
"ENSG00000276570",5.05516295978558,4.13939188361495,0.000121068462630628,0.000781936856075157,0.391614583235238,"AC010327.6"
"ENSG00000165899",4.74704948602028,4.13935874367308,0.000121081764775083,0.000781936856075157,0.468638376896755,"OTOGL"
"ENSG00000075391",5.88516690385988,-4.13893813737917,0.000121250716274653,0.000782930613141106,-0.434884582470148,"RASAL2"
"ENSG00000228959",1.57234525485402,4.13852143435732,0.00012141832501008,0.000783915453905019,0.949327544016017,"AL049812.3"
"ENSG00000121898",5.73718350417691,-4.13841329726683,0.000121461857200363,0.000784061423722187,0.111434972274975,"CPXM2"
"ENSG00000103522",5.17036822630421,-4.13839030072488,0.000121471116748275,0.000784061423722187,0.797312068394763,"IL21R"
"ENSG00000164695",5.73042684695401,-4.13819888223391,0.000121548217854221,0.000784461628620895,-0.0581189407272698,"CHMP4C"
"ENSG00000251284",2.04676659536644,-4.13785415442325,0.000121687189686718,0.000785260992793908,1.011780903685,"AC111000.5"
"ENSG00000216676",2.61898319512192,-4.13711990994534,0.000121983702388822,0.000787076660942484,1.06155374552343,"AL031229.1"
"ENSG00000257639",2.71383396535522,-4.13702589348723,0.000122021719900837,0.000787224194179568,1.06169804712301,"AC005632.2"
"ENSG00000259038",4.25632120444989,-4.13691593101285,0.000122066200074721,0.000787413379523475,1.0056736958066,"AL121820.2"
"ENSG00000229151",3.13208670528568,4.13675967937359,0.000122129431372585,0.000787703729754023,1.04998950557565,"AC233976.1"
