"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"ENSG00000097046",-0.194885642414464,5.36867675556593,-3.65508811613633,0.000577205420214285,0.00295216877355906,-1.15928897785697,"CDC7"
"ENSG00000166813",-0.209131007501769,5.5128566508848,-3.65504801945645,0.000577277823965959,0.00295224845617949,-1.32026235185691,"KIF7"
"ENSG00000232134",-0.680007006379397,4.1918146317002,-3.65490886168519,0.000577529172633199,0.00295324317273477,-0.313444035699486,"RPS15AP12"
"ENSG00000258791",-2.16671798935693,4.13659817702729,-3.65483248112737,0.000577667176730321,0.00295365815370998,-0.343032508955199,"LINC00520"
"ENSG00000165102",-0.0749522154769737,6.00944624779012,-3.65454664599019,0.000578183902480816,0.00295571843643494,-2.27599736572703,"HGSNAT"
"ENSG00000132965",-0.264690796231717,5.79329496073654,-3.65438453495086,0.000578477159275349,0.00295692663646119,-1.64698679155971,"ALOX5AP"
"ENSG00000257038",-0.472811567138703,4.64324344193812,-3.65431030858552,0.00057861148129669,0.00295732227243367,-0.439279581187542,"AP002761.3"
"ENSG00000088367",-0.126197760573952,6.03820379126169,-3.65350231288702,0.000580075583083476,0.00296393064944128,-2.25647796009047,"EPB41L1"
"ENSG00000093000",-0.0692755731799997,5.8877626222201,-3.6532980804269,0.000580446216350285,0.00296553276863632,-2.0365023025534,"NUP50"
"ENSG00000275475",-0.754885823917142,1.99559598878934,-3.65233460211424,0.000582197756650326,0.00297418901170217,-0.438784625055165,"IGHV3-54"
"ENSG00000176788",-0.259370090406338,5.79000040816159,-3.65178425911345,0.000583200511238244,0.00297901871604284,-1.66066213018818,"BASP1"
"ENSG00000089006",-0.0765942248154188,5.96423112649794,-3.65148800738366,0.00058374098151985,0.00298148633050357,-2.18487957259825,"SNX5"
"ENSG00000203805",-1.71947417914817,5.31760003012158,-3.65139231821623,0.000583915655487941,0.00298208532047778,-0.359680175880077,"PLPP4"
"ENSG00000276563",-1.2622852951349,3.18881287101485,-3.65068245344266,0.000585213026393649,0.00298812359442316,-0.344426820002851,"AL359075.1"
"ENSG00000055332",-0.0992294186781253,5.95199854494701,-3.65045638228152,0.000585626779512599,0.00298891078137888,-2.12837419395004,"EIF2AK2"
"ENSG00000229152",-0.307450784919668,5.50134211852045,-3.65044357035841,0.000585650236137258,0.00298891078137888,-1.20676409014734,"ANKRD10-IT1"
"ENSG00000038295",-0.594556261099563,5.13383062546738,-3.6504410537311,0.000585654843793298,0.00298891078137888,-0.676636516914811,"TLL1"
"ENSG00000147649",-0.114009998719343,6.03580957976823,-3.64985389130137,0.000586730819024889,0.00299351988329756,-2.2885760376781,"MTDH"
"ENSG00000167202",-0.103003821502583,5.93106199903999,-3.64963170394943,0.000587138470199141,0.00299442348883147,-2.08697851118378,"TBC1D2B"
"ENSG00000279821",-0.422978823997274,4.80908484745351,-3.64929133359053,0.000587763479203802,0.00299731682357227,-0.546208105524978,"AC145098.2"
"ENSG00000161013",-0.131963182960729,6.08453871436551,-3.64920455937212,0.000587922921115237,0.0029978356505664,-2.33987072349848,"MGAT4B"
"ENSG00000239941",-0.983022184596474,2.55804085067819,-3.64866536490952,0.000588914582819024,0.00300211615277477,-0.332929260479493,"AC108718.1"
"ENSG00000271936",-0.317237092166348,4.73841803882936,-3.64781459563838,0.000590482532348557,0.00300941038705483,-0.556848965484149,"AC012073.1"
"ENSG00000142303",-0.264941046592273,5.64279982238779,-3.64775158647541,0.000590598815522709,0.00300970778437144,-1.44177566501273,"ADAMTS10"
"ENSG00000070808",-0.940217746912696,4.64438471790127,-3.64720907675592,0.000591600921517072,0.00301422323001843,-0.363199298962493,"CAMK2A"
"ENSG00000144642",-0.212389143645528,5.6206343350303,-3.64696363606641,0.000592054825442984,0.00301624008639584,-1.47406170813315,"RBMS3"
"ENSG00000267409",-1.50680598335957,3.53260516914657,-3.64658571997364,0.000592754372973145,0.00301921183269086,-0.371284004076551,"AC068473.4"
"ENSG00000211716",-1.11475373574987,3.85199738710633,-3.64647599819936,0.000592957623192466,0.00301995102003151,-0.363897335970591,"TRBV9"
"ENSG00000142166",-0.0627670175761708,5.96508445993344,-3.64639094514463,0.000593115222564543,0.00302045758411275,-2.21917189341582,"IFNAR1"
"ENSG00000271046",-1.03840588284433,2.47666115698682,-3.64588857714349,0.000594046904485015,0.00302490570181461,-0.362971197793769,"AL512631.1"
"ENSG00000105697",-0.760740019345497,4.9568695066841,-3.6445868453806,0.000596467586434159,0.00303663664729057,-0.497917998344114,"HAMP"
"ENSG00000147434",-1.56695058730465,3.76943164313214,-3.64425874830252,0.000597079197677915,0.00303934107845213,-0.383019188678904,"CHRNA6"
"ENSG00000213222",-0.402214488353679,4.99729562343952,-3.64416559991122,0.000597252946408034,0.00303974133793916,-0.701155407625342,"AC093724.1"
"ENSG00000160193",-0.111154151492762,5.56089993970486,-3.64399215826996,0.000597576594125914,0.00304109064268956,-1.49464249337864,"WDR4"
"ENSG00000117859",-0.0688836532474051,5.95197985893244,-3.6437471164301,0.000598034135965617,0.00304312100881074,-2.18855957550661,"OSBPL9"
"ENSG00000211801",-1.46642825713884,3.61778414920117,-3.64351343235919,0.000598470782607757,0.00304474647861373,-0.386544823764708,"TRAV21"
"ENSG00000069974",-0.118305612838535,5.83314404454091,-3.64344812857123,0.00059859285944344,0.00304506936448884,-1.9197122068813,"RAB27A"
"ENSG00000233441",-0.821749436681926,2.05451618359721,-3.64228486585754,0.000600771419482591,0.00305495530271102,-0.455372401189403,"CYP2AB1P"
"ENSG00000169188",-0.0834364970136141,5.81945681736938,-3.64215485763535,0.000601015369491632,0.00305589670254142,-1.9331022650238,"APEX2"
"ENSG00000013810",-0.180623061013454,5.82708688429189,-3.64196030907879,0.000601380601177982,0.00305745452134268,-1.82525503794515,"TACC3"
"ENSG00000177570",-0.242778023673032,5.7137547655347,-3.64181615628418,0.000601651360287146,0.00305853177811726,-1.61301809575675,"SAMD12"
"ENSG00000199471",-0.770448996638166,2.16607232951851,-3.64127700234829,0.000602665075104519,0.0030627860033239,-0.394553413131153,"Y_RNA"
"ENSG00000235318",-0.710875818046792,1.93813844816362,-3.641007692085,0.000603172042408909,0.00306506262630208,-0.484566395310731,"MTND4LP13"
"ENSG00000129009",-0.352163993657086,6.08768866529314,-3.64041335326303,0.000604292307975444,0.00307015475929554,-2.04838792211464,"ISLR"
"ENSG00000204618",-0.522905048122833,5.44466767008243,-3.64035934968745,0.000604394197506901,0.00307037216556894,-1.00015386868819,"RNF39"
"ENSG00000119812",-0.0794778390202611,5.82971128750776,-3.64018238695182,0.00060472819143355,0.00307176852343945,-1.96596418722862,"FAM98A"
"ENSG00000179241",-0.25086543557609,5.60203755064338,-3.63914179312913,0.000606695747951555,0.00308146161785855,-1.43706711769728,"LDLRAD3"
"ENSG00000259699",-0.533547362399087,3.98697059264349,-3.63862920409295,0.000607667200565447,0.00308579237006913,-0.354558194322488,"HMGB1P8"
"ENSG00000131351",-0.104714858971629,5.48978670798997,-3.63770776000135,0.000609417250828245,0.00309407445026196,-1.42683956713195,"HAUS8"
"ENSG00000274964",-0.245955333525059,5.09019164813838,-3.63730124291257,0.000610190858102397,0.00309769941780848,-0.881057055280739,"AC026356.1"
"ENSG00000122133",-2.2432565514091,4.43164538414848,-3.63700178065256,0.000610761339054825,0.00309998970391309,-0.393573130100254,"PAEP"
"ENSG00000145358",-0.604963667089537,4.85925031798449,-3.63634416422122,0.000612015899811922,0.0031057505429604,-0.539060181104813,"DDIT4L"
"ENSG00000225108",-1.33707499255609,3.20523884843194,-3.63623569789179,0.000612223061819033,0.00310649838399707,-0.371149297550788,"ZBTB45P1"
"ENSG00000246523",-0.6161124503108,4.43030598984603,-3.63610765715147,0.00061246769565298,0.00310715309128139,-0.400697282960136,"FZD4-DT"
"ENSG00000248115",-1.27996029100282,3.07999250714513,-3.63541346112042,0.00061379564972378,0.00311356563032115,-0.366808561535368,"AC023154.1"
"ENSG00000211778",-1.37219917921568,3.807770772767,-3.63515949313372,0.000614282162066947,0.00311572932227142,-0.406365894694855,"TRAV4"
"ENSG00000127314",-0.113690855900441,5.86554728213214,-3.63417633519168,0.000616169020830314,0.00312438466798928,-2.00011315003121,"RAP1B"
"ENSG00000260132",-0.935906968774765,2.55335174718884,-3.63395829938142,0.00061658822106828,0.00312620517589357,-0.368369776868889,"AL032819.1"
"ENSG00000059378",-0.13278972582297,5.92265670539249,-3.6330746176759,0.000618289999134589,0.00313391596244277,-2.06043990872999,"PARP12"
"ENSG00000252620",-1.27974806246456,3.10904685885378,-3.63297694233998,0.000618478375811356,0.00313456497287125,-0.381160801394407,"RNU6ATAC24P"
"ENSG00000231194",-1.21395446046234,3.04350755771236,-3.63286528370273,0.000618693787887128,0.00313535086382051,-0.377382680850634,"FARP1-AS1"
"ENSG00000203782",-0.892530638796646,2.31335897415742,-3.63218182721378,0.000620013877242618,0.0031416363058196,-0.415956176603862,"LOR"
"ENSG00000119537",-0.0816781943655958,5.91471297852083,-3.63182763947479,0.000620699045964851,0.00314459270931817,-2.15077085218399,"KDSR"
"ENSG00000253219",-0.71205128568647,1.96406880427372,-3.63171044016402,0.000620925924874367,0.00314543540375613,-0.505005539988596,"KRT18P41"
"ENSG00000163293",-0.298229410447322,5.39863237850119,-3.63147854543139,0.000621375069163826,0.00314740375775932,-1.17353290826118,"NIPAL1"
"ENSG00000214796",-0.343774957439585,4.92074344337572,-3.63101468044735,0.00062227443600026,0.0031516519836184,-0.704335357752252,"AC098934.1"
"ENSG00000253209",-0.879942897583785,2.25866967337061,-3.63059424542892,0.000623090673204208,0.00315547839318174,-0.421283038126981,"IGHV3-65"
"ENSG00000126233",-1.49457909999691,3.20817533911109,-3.63019914632586,0.000623858655555175,0.00315897870821252,-0.376894931342714,"SLURP1"
"ENSG00000140157",-0.103542419058256,5.81694130200354,-3.63005590764492,0.000624137302189727,0.00315985474546532,-1.9329467163215,"NIPA2"
"ENSG00000235884",-1.56386663238671,5.12460739354836,-3.62968907622989,0.000624851453170467,0.0031630852506795,-0.406568871190506,"LINC00941"
"ENSG00000270980",-0.706868245021312,1.94510636315646,-3.62955032349193,0.000625121781868797,0.0031636057914681,-0.515692368904269,"AC060764.1"
"ENSG00000224769",-0.650147281011001,5.20817430797501,-3.62897291232375,0.000626247939346668,0.00316868771336353,-0.739187794414447,"MUC20P1"
"ENSG00000197757",-0.814844302069515,5.17301132346496,-3.62796542531396,0.000628217542443612,0.0031783439672914,-0.641817785293401,"HOXC6"
"ENSG00000110077",-0.232520401786906,5.80791982801744,-3.62765060925569,0.000628834210209434,0.00318115409515296,-1.77542700044311,"MS4A6A"
"ENSG00000174307",-0.213546407049546,5.96123376264246,-3.62699411385355,0.000630122027581184,0.00318704826917376,-2.02742609736798,"PHLDA3"
"ENSG00000008516",-0.318378644267904,5.1649918218558,-3.62662459303574,0.000630848008068914,0.00318978855583575,-0.937823274461493,"MMP25"
"ENSG00000136542",-2.25354413483451,5.51562478192692,-3.62643410374047,0.00063122256575575,0.00319137185493132,-0.396606554232153,"GALNT5"
"ENSG00000172322",-0.941180182006036,4.97239159780229,-3.62610692000437,0.000631866400756068,0.00319431614137207,-0.502693816769726,"CLEC12A"
"ENSG00000250115",-1.11852055037376,2.75392772009282,-3.62573313747263,0.000632602701262988,0.00319762738636763,-0.391661677308318,"AK3P2"
"ENSG00000234135",-0.702541477654476,1.92999636361583,-3.6257119352201,0.000632644491366841,0.00319762738636763,-0.530344118582584,"RPL23AP83"
"ENSG00000227671",-0.18799442507628,5.63088226257996,-3.62554513443399,0.000632973351396597,0.00319897835588121,-1.56090700499138,"AL390728.4"
"ENSG00000164265",-1.57482972040434,3.57834575726525,-3.62516929283754,0.000633714949612529,0.00320210333516527,-0.423586892345675,"SCGB3A2"
"ENSG00000107833",-0.157657344277917,5.7231726528719,-3.6249526416432,0.000634142815764711,0.00320395369544294,-1.73948081349023,"NPM3"
"ENSG00000281398",-0.906014305721269,4.9476851755163,-3.62489080370657,0.000634264990625893,0.00320425936629499,-0.500132215122582,"SNHG4"
"ENSG00000116977",-0.0779666477240299,5.90997134646064,-3.62452367635041,0.000634990797243569,0.00320724653080874,-2.14825187679986,"LGALS8"
"ENSG00000240954",-1.32029965603147,3.39228288971337,-3.62449805488707,0.000635041480202285,0.00320724653080874,-0.433624559246064,"RPL4P1"
"ENSG00000231329",-1.19163477549666,3.57914019473159,-3.6243080307363,0.00063541749611531,0.00320883365019195,-0.439645308029074,"AL031772.1"
"ENSG00000128655",-0.324970158085166,5.3570832174956,-3.62401802065635,0.00063599177229361,0.00321142157038995,-1.11525696179517,"PDE11A"
"ENSG00000166220",-1.15251384733738,2.79034107478052,-3.62329656178067,0.00063742255305253,0.00321802072891761,-0.396532042933701,"TBATA"
"ENSG00000008226",-0.475350201779835,4.97605216928396,-3.62314124381253,0.000637730978193553,0.00321893571760252,-0.708432279770346,"DLEC1"
"ENSG00000172432",-0.0826986323681824,5.91951988597508,-3.62311747522117,0.000637778189633387,0.00321893571760252,-2.16582154748576,"GTPBP2"
"ENSG00000107249",-0.197099012668263,5.79101193322045,-3.62307268513687,0.000637867165041047,0.00321893571760252,-1.8401226097173,"GLIS3"
"ENSG00000258654",-0.944538883882212,2.39754791175587,-3.62297439152369,0.000638062466673051,0.00321906170067311,-0.426739560704236,"AC026495.1"
"ENSG00000134490",-0.167743171957548,5.50162185905595,-3.62222725338601,0.000639548839927119,0.00322562085521537,-1.43322920158585,"TMEM241"
"ENSG00000095752",-0.601261432973261,5.17379200314707,-3.6221155636694,0.000639771321998979,0.00322642974792613,-0.791299586729457,"IL11"
"ENSG00000234319",-0.893712183111202,2.28643061065037,-3.62199362635344,0.00064001430137674,0.00322734184351423,-0.444875590354266,"RPS12P2"
"ENSG00000188095",-0.672592364655923,4.51435625272029,-3.62054452926526,0.000642908615026026,0.00324162210646954,-0.448887261298657,"MESP2"
"ENSG00000014257",-0.719025758876979,5.23161274087532,-3.61963437728402,0.000644732871260564,0.00324987402672663,-0.750482278262388,"ACPP"
"ENSG00000159256",-0.111199642957343,5.78221490466652,-3.61914802119338,0.000645709721862105,0.00325448223609079,-1.90126293369614,"MORC3"
"ENSG00000224331",-1.3332314099921,3.59250159111902,-3.61872514192068,0.000646560227833482,0.00325845281568151,-0.452596963526544,"AC019181.1"
"ENSG00000180139",-0.41715137434795,5.16026376971568,-3.61788762739093,0.000648247819178797,0.00326646280151975,-0.890347112668198,"ACTA2-AS1"
"ENSG00000136634",-0.665157061650439,4.58174733668684,-3.61687912459865,0.000650285536747873,0.00327627373702473,-0.476403527287026,"IL10"
"ENSG00000259202",-0.68889667417791,1.93976499722667,-3.61672751355141,0.000650592401160103,0.00327718417780415,-0.55362646348471,"AC012568.1"
"ENSG00000184500",-0.161986184998851,5.8273101012072,-3.61631435514666,0.000651429346059762,0.00328108194330479,-1.92689002528148,"PROS1"
"ENSG00000132967",-0.128664659746584,5.57690738362395,-3.61589505780117,0.000652279778330787,0.00328472846790711,-1.58692587075686,"HMGB1P5"
"ENSG00000124664",-1.22819810686038,5.55450649079149,-3.61563912132032,0.000652799398052384,0.00328673234855767,-0.711638294133557,"SPDEF"
"ENSG00000260681",-0.867624999601236,2.2918323997089,-3.61563674095797,0.000652804232682115,0.00328673234855767,-0.462588676513088,"AC130456.4"
"ENSG00000227376",-0.380350542738194,4.65930445173053,-3.61557226222209,0.00065293520509028,0.00328676717298665,-0.582554445087127,"FTH1P16"
"ENSG00000211721",-1.51523162084963,3.90090149772879,-3.6153716680152,0.000653342822542504,0.00328835021827616,-0.456215433910558,"TRBV6-5"
"ENSG00000185088",-0.106259874584901,5.96787238986877,-3.61530270354981,0.000653483017929277,0.00328835021827616,-2.24269784708121,"RPS27L"
"ENSG00000271225",-0.688316620956972,1.91813286254684,-3.61529172832977,0.00065350533171077,0.00328835021827616,-0.563063718193646,"BNIP3P4"
"ENSG00000136859",-0.222815447347466,5.91518657963371,-3.61489994097134,0.000654302353716366,0.00329204188310867,-2.01278613743924,"ANGPTL2"
"ENSG00000068383",-0.0769167917403921,5.78982844052099,-3.61476281964261,0.000654581522088323,0.00329312756837191,-1.97481455468033,"INPP5A"
"ENSG00000173221",-0.158414968353704,5.7350207492334,-3.61451359656691,0.000655089212280852,0.00329504356034847,-1.80749397238197,"GLRX"
"ENSG00000123405",-0.773826830966736,4.89018793241239,-3.61412098476741,0.000655889761528161,0.00329843158168949,-0.558010761674876,"NFE2"
"ENSG00000115942",-0.0824005628480267,5.77311365572532,-3.61373331900736,0.000656681142537492,0.00330177219388298,-1.9336488832107,"ORC2"
"ENSG00000151692",-0.251799448048177,5.7764442424773,-3.61348444275037,0.000657189679281085,0.00330368965625249,-1.76231773841366,"RNF144A"
"ENSG00000167244",-0.458258820355845,5.8415604581731,-3.61339346514899,0.000657375670574351,0.00330430491379836,-1.61033237831032,"IGF2"
"ENSG00000279320",-0.376356100458809,4.93411825908984,-3.61332228553549,0.00065752122264093,0.00330471680381996,-0.749770452123943,"AC069528.2"
"ENSG00000200753",-0.721905142522114,1.95177180088563,-3.61297091142506,0.000658240183322212,0.00330769500670093,-0.561441703527616,"AC004130.1"
"ENSG00000179869",-1.94404304794371,4.74994527322432,-3.61297020759494,0.000658241624210608,0.00330769500670093,-0.431282351072944,"ABCA13"
"ENSG00000070756",-0.144910814698484,6.33709032084755,-3.61293936096652,0.000658304776711854,0.00330769500670093,-3.06141237506695,"PABPC1"
"ENSG00000240668",-0.854248422582317,4.44149438721995,-3.61275704850542,0.000658678144395314,0.00330925097320512,-0.438263634376053,"KRT8P36"
"ENSG00000166478",-0.0798021685342665,5.64176154839106,-3.61271247095698,0.000658769467972582,0.00330938976397675,-1.7379735025942,"ZNF143"
"ENSG00000189120",-0.421118243270326,5.35184369849978,-3.6121210179113,0.000659982290766895,0.00331484144765113,-1.07593804217008,"SP6"
"ENSG00000077585",-0.126325782589301,5.7152152857321,-3.61129998972843,0.000661669411946219,0.00332283886581945,-1.80165359749172,"GPR137B"
"ENSG00000183770",-1.48439484339227,3.44737096808956,-3.61126709432009,0.000661737094095494,0.00332283886581945,-0.448236452534881,"FOXL2"
"ENSG00000159176",-0.0843151392411023,6.16823721982855,-3.61125283126185,0.000661766442326555,0.00332283886581945,-2.73551277444779,"CSRP1"
"ENSG00000187815",-0.198602658968039,5.32749868403874,-3.61082994015668,0.000662637164857876,0.00332688937601721,-1.2268185932734,"ZFP69"
"ENSG00000254560",-2.03597505933583,4.01460833494692,-3.61049256421211,0.000663332598386956,0.00332984893543344,-0.459060350375348,"BBOX1-AS1"
"ENSG00000228971",-0.705358580174931,1.94406321865694,-3.61048178787771,0.00066335482314617,0.00332984893543344,-0.570400894519763,"LINC02607"
"ENSG00000072110",-0.113533242089082,6.21286379784512,-3.60974606220414,0.000664873842702396,0.00333626657906297,-2.79387436895906,"ACTN1"
"ENSG00000145103",-0.399902221947304,5.56021831061853,-3.60958146540591,0.000665214132771143,0.00333756977827059,-1.29714739658051,"ILDR1"
"ENSG00000235379",-0.707680725965846,1.93676711822838,-3.60949797663965,0.000665386802372428,0.00333778092944905,-0.574986244116023,"RPL7P31"
"ENSG00000148516",-0.146330319729235,5.85628013963529,-3.60948418010943,0.000665415340169307,0.00333778092944905,-2.016849444566,"ZEB1"
"ENSG00000263961",-0.743421854143514,5.2350116366693,-3.60946793113458,0.000665448952289202,0.00333778092944905,-0.768139922329797,"RHEX"
"ENSG00000073111",-0.209145478684761,5.76025206548037,-3.60922489393073,0.000665951884992579,0.00333945377527313,-1.77872030228301,"MCM2"
"ENSG00000197632",-2.56902665186994,5.05150073343221,-3.60788838784547,0.000668724098153235,0.00335291370347936,-0.456172911999424,"SERPINB2"
"ENSG00000188488",-0.942948991985252,5.7832363639389,-3.60752049373727,0.000669489125409181,0.00335642555452172,-1.14055199189747,"SERPINA5"
"ENSG00000211678",-0.689009845130063,1.92653016622245,-3.60734820032653,0.000669847692886237,0.00335789917369853,-0.583643135468189,"IGLJ3"
"ENSG00000070526",-1.46866490752496,5.59146156652444,-3.607051141462,0.00067046634606866,0.00336067617401362,-0.627141336375351,"ST6GALNAC1"
"ENSG00000136141",-0.104857954385492,5.84840101598598,-3.60667062845178,0.000671259597618243,0.00336400319616651,-2.05228501917895,"LRCH1"
"ENSG00000250541",-1.15036354993392,2.910905086143,-3.60632916881445,0.000671972198002118,0.00336724957320622,-0.441894905230658,"AC092436.3"
"ENSG00000124107",-0.440319402040857,6.01873618643881,-3.60601778135608,0.000672622669815596,0.00336888442953818,-1.89296935054072,"SLPI"
"ENSG00000087053",-0.0934827942548706,5.86344984384707,-3.60555802170751,0.000673584182743628,0.00337272481016407,-2.10104870943418,"MTMR2"
"ENSG00000236911",-0.692988827560934,1.95430017066287,-3.60436339836987,0.000676088684574127,0.00338428668642106,-0.585363269513376,"AL137789.1"
"ENSG00000181819",-0.78671025946082,2.22723180823295,-3.60393967822274,0.000676979139253916,0.00338776480454613,-0.496711378175474,"KCTD9P2"
"ENSG00000255202",-1.66217966985277,4.4731849233242,-3.60354781810793,0.000677803636301527,0.00339123749233528,-0.458529355520596,"AL049629.1"
"ENSG00000228008",-1.48033818653374,3.81138729477151,-3.60326627399252,0.000678396613808939,0.00339387748423973,-0.489204674593732,"AC105935.1"
"ENSG00000249742",-0.685651548084206,1.91813286254684,-3.60315144329859,0.000678638608052147,0.00339476124039488,-0.597704032097748,"AC110772.1"
"ENSG00000268941",-0.975301380651086,4.80139473403991,-3.60299626733044,0.000678965756908553,0.00339574383273267,-0.510574727027831,"LINC01711"
"ENSG00000237819",-1.25293116845246,3.72986965505047,-3.60280036434072,0.000679378983359019,0.00339715646789552,-0.490176971918183,"AC002454.1"
"ENSG00000189184",-0.289602886888141,5.60860722061142,-3.60265736596262,0.000679680767499364,0.00339801682373559,-1.51444280743479,"PCDH18"
"ENSG00000229474",-0.355345734760005,5.04441477766987,-3.60265685316021,0.000679681849949191,0.00339801682373559,-0.875371649983067,"PATL2"
"ENSG00000106302",-1.55672203631524,3.51670151935401,-3.60233561740859,0.000680360254585113,0.00340108117643751,-0.477767179071148,"HYAL4"
"ENSG00000164932",-0.543688940372409,5.94036600783649,-3.60204180976355,0.00068098130103435,0.00340353078537168,-1.67893565942723,"CTHRC1"
"ENSG00000148848",-0.783665182558072,5.67473189470934,-3.60064124227473,0.000683949249158887,0.00341803571477499,-1.14675368865473,"ADAM12"
"ENSG00000242515",-3.617651434995,4.84976503893922,-3.59994755712956,0.000685423809974934,0.00342507537014886,-0.494931517902451,"UGT1A10"
"ENSG00000134294",-0.113550783344508,6.0920048421257,-3.59985113701227,0.00068562900955874,0.00342577126010913,-2.55059173947202,"SLC38A2"
"ENSG00000274370",-0.471875289942063,4.65604552125247,-3.59969996336709,0.000685950852714589,0.00342704977420269,-0.597981633586623,"AC130371.2"
"ENSG00000158292",-0.194660362671721,5.73122033973604,-3.59964574170312,0.000686066323797061,0.00342729709486082,-1.78546944203044,"GPR153"
"ENSG00000181562",-0.670734955928445,1.90396044727442,-3.59888362688223,0.000687691297416167,0.00343409397019988,-0.613450169911473,"EDDM3A"
"ENSG00000125910",-0.569425979332805,5.23255193076982,-3.59884115408879,0.000687781965507401,0.00343421664930048,-0.897329504509814,"S1PR4"
"ENSG00000179546",-0.641837979926617,5.2743087096844,-3.59853712608644,0.000688431317595409,0.00343712864446972,-0.926051190424038,"HTR1D"
"ENSG00000184344",-1.3306751713436,3.82255835689704,-3.59789757689669,0.000689799197192678,0.00344362712510314,-0.500018760398348,"GDF3"
"ENSG00000120068",-1.29286933245381,4.71047697269484,-3.5978140177808,0.000689978106527142,0.00344385844428006,-0.473055768354755,"HOXB8"
"ENSG00000271390",-1.22668390822783,3.10601231342772,-3.5977398723097,0.000690136897302172,0.00344432011166542,-0.474037049684327,"AP003973.2"
"ENSG00000176399",-1.53462945258678,4.9644995581997,-3.59717763209858,0.000691342133205443,0.00344967241534341,-0.484292984682358,"DMRTA1"
"ENSG00000184408",-0.571807190619943,5.3160518862455,-3.59667734201404,0.000692416260272895,0.00345436857943326,-0.974797576093049,"KCND2"
"ENSG00000258615",-1.05381311387222,2.68837467045188,-3.59627703837249,0.000693276862911745,0.00345821666040735,-0.471432575731257,"AL117187.1"
"ENSG00000131669",-0.125544494011774,5.85828066085237,-3.59625665081534,0.000693320720922411,0.00345821666040735,-2.08699671421584,"NINJ1"
"ENSG00000219410",-0.935110250912463,4.04779393892565,-3.59598416185461,0.000693907157514519,0.0034608094904012,-0.472856120205333,"AC125494.1"
"ENSG00000106948",-0.151795598536809,5.81170623445017,-3.59592902343273,0.000694025881158854,0.00346106936357526,-1.98501797338871,"AKNA"
"ENSG00000224594",-1.07136758654737,4.45077699314831,-3.59587454856031,0.000694143195097931,0.00346132215741606,-0.472634070935389,"RPL29P19"
"ENSG00000008311",-0.207300885661913,5.4359104414146,-3.59584346553913,0.000694210142180216,0.00346132377416804,-1.40627479873974,"AASS"
"ENSG00000135917",-0.945067676759916,5.27586253051758,-3.59555366135415,0.000694834623568026,0.003463440279464,-0.752803043332968,"SLC19A3"
"ENSG00000224995",-0.957413179897391,2.4298535195672,-3.59541269673962,0.000695138573478182,0.0034643920121131,-0.503291294287839,"LINC01526"
"ENSG00000102001",-0.638679343121204,4.86905790016991,-3.59537234414016,0.000695225605695252,0.0034643920121131,-0.642172586833341,"CACNA1F"
"ENSG00000211713",-0.844936985020942,2.25178285719219,-3.59487505967396,0.000696298999918414,0.0034694080983755,-0.521350476512256,"TRBV6-4"
"ENSG00000196586",-0.0912455679180892,6.00072470905169,-3.59472602144223,0.000696621008682255,0.00347067969745664,-2.40517340520843,"MYO6"
"ENSG00000279086",-0.60760560393055,4.36878513319028,-3.5946462303502,0.000696793462007422,0.00347120601449167,-0.503885894267176,"AC073130.3"
"ENSG00000279754",-0.717804259718841,1.9458157609387,-3.59407771270701,0.000698023385451187,0.00347666637596884,-0.616682913197127,"AL162376.1"
"ENSG00000239948",-1.53331830991961,3.48659415364695,-3.59371759070326,0.000698803540496076,0.0034798848982012,-0.498125732824439,"RN7SL368P"
"ENSG00000241416",-0.803936357930848,3.73022674547372,-3.59320014250948,0.000699925978686116,0.00348481993501364,-0.494373763387782,"KRT8P13"
"ENSG00000271820",-1.25441278595529,2.86645353257349,-3.59261854201461,0.00070118962915528,0.00349042885820958,-0.480181142415323,"AL109910.2"
"ENSG00000178602",-0.703609719729359,1.91483028413231,-3.59207480483639,0.000702372983138237,0.00349598447652462,-0.630082807567418,"OTOS"
"ENSG00000240990",-2.18397722607639,3.93325262722628,-3.59174997286896,0.000703080835557913,0.00349917250029465,-0.480752862353443,"HOXA11-AS"
"ENSG00000070193",-1.38222115493476,4.74759870310237,-3.59134781344199,0.000703958138361472,0.00350284007428745,-0.48974316978122,"FGF10"
"ENSG00000255817",-0.983107308799839,2.44963763890566,-3.59131946525455,0.000704020018780259,0.00350284007428745,-0.514677806013599,"AC025576.2"
"ENSG00000115507",-0.806271930510384,4.96497716373937,-3.59115594696786,0.000704377059376686,0.0035037296542994,-0.641038628616812,"OTX1"
"ENSG00000243818",-0.75204966594002,1.96889702821419,-3.59114543476864,0.000704400018574158,0.0035037296542994,-0.619457457765563,"AC021074.3"
"ENSG00000197927",-0.294593291873643,5.40159429168148,-3.59105062395853,0.00070460712266244,0.0035040833206475,-1.30072247659475,"C2orf27A"
"ENSG00000198522",-0.0848954161043718,5.82139875021471,-3.59075870749284,0.000705245148062315,0.00350658497678529,-2.07979704744278,"GPN1"
"ENSG00000136231",-2.06214188661154,5.06623619867073,-3.59062360149076,0.000705540628305199,0.00350771845004481,-0.483443748816363,"IGF2BP3"
"ENSG00000073849",-0.190203075411487,5.90286831240897,-3.59056833284386,0.000705661536289446,0.00350798387296736,-2.07788422504865,"ST6GAL1"
