"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Symbol"
"ENSG00000235584",-1.02514447368528,2.20710485971373,-5.3621913528509,1.69807678111411e-06,1.96485258543435e-05,4.98622302841745,"AC008268.1"
"ENSG00000149131",-0.327837384658673,6.22357300801931,-5.36162726286919,1.70155519160959e-06,1.96832000350071e-05,3.34920663163759,"SERPING1"
"ENSG00000112851",-0.126291143526243,5.9916806083327,-5.36158256289039,1.70183113056265e-06,1.96832000350071e-05,3.51818938007892,"ERBIN"
"ENSG00000090339",-0.382977106010084,5.87095208854913,-5.36111790401876,1.70470214903263e-06,1.97112718973952e-05,4.04576239318031,"ICAM1"
"ENSG00000084207",-0.429135861983998,6.20686506261669,-5.360112778332,1.71092894994693e-06,1.97662256330463e-05,3.56080023683328,"GSTP1"
"ENSG00000065357",-0.262616688544652,5.89322641908134,-5.35997987890111,1.71175394666333e-06,1.97671626016774e-05,3.88175142233874,"DGKA"
"ENSG00000120075",-0.632045104842945,5.44791410062042,-5.35974837272407,1.7131919999473e-06,1.97793727033916e-05,4.71525085496655,"HOXB5"
"ENSG00000113838",-0.146091724238548,5.60526140465943,-5.35726574110583,1.72868858266718e-06,1.99405609733327e-05,4.15497335672869,"TBCCD1"
"ENSG00000231331",-1.53947814233307,2.8481614244406,-5.35646110552284,1.73374073929867e-06,1.99943987501716e-05,4.95076532634266,"AC103563.3"
"ENSG00000258689",-2.14811411527646,4.26706700939119,-5.35461992192035,1.74535607318245e-06,2.0114957725404e-05,4.49505811931869,"LINC01269"
"ENSG00000180198",-0.225351327186337,5.80769970349714,-5.35434007755425,1.74712821640491e-06,2.01309158028611e-05,3.92966547772935,"RCC1"
"ENSG00000117228",-0.444452709078126,5.80061233009387,-5.35334142988598,1.75346674292949e-06,2.01994703242038e-05,4.17851485071326,"GBP1"
"ENSG00000267364",-1.23364622479471,4.47119799010625,-5.35183815132215,1.7630510340654e-06,2.03008762020909e-05,4.77304377628853,"AC022706.1"
"ENSG00000115486",-0.106491687387359,5.84449196481849,-5.3508307502554,1.76950272478527e-06,2.03706502467304e-05,3.72390653181612,"GGCX"
"ENSG00000066322",-0.1585148664805,6.00314061494788,-5.35071025385148,1.77027597733421e-06,2.0375037245552e-05,3.51154066962957,"ELOVL1"
"ENSG00000223394",-1.44447132769136,2.82098234436658,-5.34871771521863,1.78311100064557e-06,2.04819254759098e-05,4.90730937032145,"TRBV29OR9-2"
"ENSG00000117791",-0.25640313171716,5.68019938130721,-5.34777786894077,1.78919689206584e-06,2.0538209308526e-05,4.11284238717573,"MARC2"
"ENSG00000169499",-0.197221613003689,5.86903209413003,-5.34763399953593,1.79013031294725e-06,2.05443848638969e-05,3.77637057729802,"PLEKHA2"
"ENSG00000188610",-1.29889612071322,4.54381838118008,-5.34602771492761,1.80058453455142e-06,2.06415641897803e-05,4.76372653941616,"FAM72B"
"ENSG00000162909",-0.156995376929463,6.21583753453849,-5.34523325069045,1.80577741052226e-06,2.06965275945893e-05,3.01794987408126,"CAPN2"
"ENSG00000105011",-0.469289354416853,5.56052318891594,-5.34432798479144,1.81171253766513e-06,2.07599720295224e-05,4.44214393578494,"ASF1B"
"ENSG00000110876",-0.437126388579138,5.80562568337311,-5.34369798671199,1.81585430233e-06,2.08028433127349e-05,4.15008603737122,"SELPLG"
"ENSG00000275339",-1.39946588840367,2.7293016554022,-5.34348748333843,1.81724028550742e-06,2.08141317886359e-05,4.90322883926319,"Z99129.1"
"ENSG00000258769",-1.52361142279103,3.08134190445987,-5.34257499080042,1.82326034195248e-06,2.08643457506956e-05,4.80946501075285,"RAP1AP"
"ENSG00000258808",-0.977416827203953,2.17907414415505,-5.34251870418453,1.823632329636e-06,2.08643457506956e-05,4.92002900769937,"LINC02310"
"ENSG00000161217",-0.0951244700859561,5.91831133962485,-5.34216706454448,1.82595794598624e-06,2.08817563561015e-05,3.55192218616363,"PCYT1A"
"ENSG00000075223",-0.61193951779163,5.89179732832006,-5.34049901129066,1.83702977066057e-06,2.09945104938186e-05,4.16784188176792,"SEMA3C"
"ENSG00000174899",-2.02731893782175,4.75251923395724,-5.33834753668793,1.85140821222764e-06,2.1135588279076e-05,4.57169154366149,"SLC66A1L"
"ENSG00000111145",-0.198114222582601,5.94786039093252,-5.33801652681898,1.85363020678461e-06,2.11563057476466e-05,3.62556851355388,"ELK3"
"ENSG00000184254",-0.600190878770638,5.67128329007515,-5.33733894159797,1.85818689296129e-06,2.1198999085839e-05,4.39681845334838,"ALDH1A3"
"ENSG00000225802",-0.899331752565093,2.11732078390996,-5.33703660325504,1.86022364951747e-06,2.12175761771747e-05,4.90215552080352,"WARSP1"
"ENSG00000264175",-1.87019679517132,3.33119538530592,-5.33652575451153,1.86367008045604e-06,2.12522202282733e-05,4.84078332816642,"MIR3189"
"ENSG00000083223",-0.152833745975968,5.8219297971194,-5.3346850119358,1.87614094585232e-06,2.13756637501779e-05,3.75499053797822,"TUT7"
"ENSG00000203760",-0.365522087225156,5.41203598031271,-5.33414406386559,1.87982144918285e-06,2.14082077095234e-05,4.46783170206018,"CENPW"
"ENSG00000197548",-0.121431839256821,5.76615449650843,-5.33398935620199,1.8808753588546e-06,2.14116654863775e-05,3.80878350169294,"ATG7"
"ENSG00000019144",-0.183185701366622,6.00226796109707,-5.33391802925115,1.88136145331088e-06,2.14116654863775e-05,3.47161561587387,"PHLDB1"
"ENSG00000254605",-1.76485714772947,4.50979516450147,-5.33343397418139,1.8846635738645e-06,2.14445491275857e-05,4.53885020326913,"AP003555.1"
"ENSG00000148734",-1.45207723671065,4.7500825433719,-5.32938185097722,1.91253153565261e-06,2.17330847338792e-05,4.73891787939875,"NPFFR1"
"ENSG00000065613",-0.183223700582687,6.02555733171363,-5.32833955759016,1.91976526915382e-06,2.18009802827579e-05,3.41589168426238,"SLK"
"ENSG00000008282",-0.139903482064478,6.04373165964604,-5.32756478767113,1.92515981789603e-06,2.18549083944526e-05,3.31075538981577,"SYPL1"
"ENSG00000129667",-0.31913728934593,5.85563735417292,-5.3275367347418,1.92535542444103e-06,2.18549083944526e-05,3.87850409341631,"RHBDF2"
"ENSG00000234883",-0.610337979131378,4.92727522050132,-5.32625374881841,1.93432237272293e-06,2.19423110376522e-05,4.84402837025218,"MIR155HG"
"ENSG00000238225",-1.02175202609382,2.20906641626078,-5.32570873862642,1.93814397394252e-06,2.19773817605321e-05,4.86308957986313,"CRIP1P2"
"ENSG00000135540",-0.282264475119479,5.62033166849709,-5.32415520262467,1.94907826515743e-06,2.20904040549715e-05,4.14759079176248,"NHSL1"
"ENSG00000112742",-0.672033521143171,5.30600664850467,-5.32342511097923,1.95423788649772e-06,2.21392226679247e-05,4.69352389503068,"TTK"
"ENSG00000256254",-1.05776791740692,2.24016313016477,-5.32194715279714,1.96472402986925e-06,2.22434674761009e-05,4.85023101263855,"AP000619.3"
"ENSG00000253658",-1.4823086279649,2.88650271861745,-5.32145079315151,1.96825814818153e-06,2.22689206948221e-05,4.8091387768501,"LINC01592"
"ENSG00000212391",-0.933131611065741,2.14509078835038,-5.32136288111139,1.96888474199973e-06,2.22711600012745e-05,4.84894314407398,"AC073149.1"
"ENSG00000166855",-0.0960186241676206,5.84861299859449,-5.32105064946002,1.97111176681131e-06,2.22866465142361e-05,3.59779906657718,"CLPX"
"ENSG00000118503",-0.267485570145181,5.86386371626563,-5.32003364998988,1.97838286531889e-06,2.23591262529427e-05,3.75534446024241,"TNFAIP3"
"ENSG00000243870",-1.00372315634015,2.19253938379782,-5.31985788011532,1.97964222156605e-06,2.23684932534238e-05,4.84347910038713,"RN7SL236P"
"ENSG00000243832",-1.10558206302355,2.27713369561899,-5.31718852459062,1.9988651109848e-06,2.25660664876367e-05,4.8340458101227,"LINC02000"
"ENSG00000043355",-2.65212444687631,3.84708052903346,-5.31696133408066,2.00050966064733e-06,2.25797260285187e-05,4.83403615213481,"ZIC2"
"ENSG00000117450",-0.17194387691428,6.09859069604597,-5.31454517906626,2.01808212048809e-06,2.27681733958389e-05,3.2063519076108,"PRDX1"
"ENSG00000204261",-0.249235557279992,5.57728660350749,-5.31396500019375,2.02232432482313e-06,2.28110807581113e-05,4.13044475630049,"PSMB8-AS1"
"ENSG00000254550",-1.81831262379543,3.69858272624255,-5.31357873568237,2.02515352522076e-06,2.28330786131336e-05,4.46435002583906,"OMP"
"ENSG00000175294",-1.27752184622489,4.99854717666226,-5.31070617815021,2.04631645716338e-06,2.30466779136064e-05,4.7909809166801,"CATSPER1"
"ENSG00000261104",-2.47262000797849,4.06133713555519,-5.31009680206643,2.05083386987655e-06,2.30875455851715e-05,4.62648096896125,"AC093904.4"
"ENSG00000206072",-1.45227728176607,2.56999563013682,-5.30986368180736,2.05256463181245e-06,2.30970203338064e-05,4.8098400306404,"SERPINB11"
"ENSG00000120254",-0.251118540214003,5.78837909951944,-5.30863424240387,2.06171626025217e-06,2.31899559612776e-05,3.81677450910948,"MTHFD1L"
"ENSG00000164136",-0.295106403821264,5.44194646998058,-5.3064787744823,2.07785824421539e-06,2.33553292916821e-05,4.2884195508554,"IL15"
"ENSG00000236525",-1.01957380781673,2.21197463741056,-5.30637761996466,2.0786188302894e-06,2.33553292916821e-05,4.79793117445722,"AC007278.2"
"ENSG00000230481",-1.23953600539906,2.39040873309507,-5.30637127286858,2.07866656358968e-06,2.33553292916821e-05,4.79746202159798,"IGKV1OR22-5"
"ENSG00000146232",-0.273321551639674,5.76784741266158,-5.30520113710704,2.08748506172998e-06,2.34493403020799e-05,3.87968772514236,"NFKBIE"
"ENSG00000249599",-0.964926157648762,2.16607232951851,-5.30416337811956,2.09533679715706e-06,2.35222834830376e-05,4.7907757352486,"BMPR1B-DT"
"ENSG00000253958",-0.709022904653378,5.58987460013596,-5.30392898244815,2.09711427509925e-06,2.35320680450338e-05,4.45501220807523,"CLDN23"
"ENSG00000259023",-2.29187573075653,4.348740206144,-5.3019544791926,2.11214655313444e-06,2.36854008248535e-05,4.34671712210496,"LINC00524"
"ENSG00000256128",-2.1243273482934,4.25186079140152,-5.29915471478388,2.1336440557295e-06,2.39109886262663e-05,4.32706678631045,"LINC00944"
"ENSG00000138071",-0.139833956510784,6.14880147690781,-5.29796148731342,2.14287149766709e-06,2.40040417830522e-05,2.98314856431804,"ACTR2"
"ENSG00000267404",-0.953788590714292,2.15926320362281,-5.29753685142266,2.14616476965559e-06,2.40253920367779e-05,4.76849853184538,"AC023043.2"
"ENSG00000254726",-0.476611895177061,5.36368434579049,-5.29629908244881,2.15579281972483e-06,2.41175840129164e-05,4.45526556709443,"MEX3A"
"ENSG00000157111",-1.58708557643103,5.159043801085,-5.29574888357929,2.16008623482902e-06,2.41604134002813e-05,4.72035822819632,"TMEM171"
"ENSG00000163803",-0.302280841458889,5.41616290087051,-5.29558216352868,2.16138888009034e-06,2.4169779999185e-05,4.28883671340343,"PLB1"
"ENSG00000196526",-0.214080762745941,5.92315725443342,-5.29488680144639,2.16683036023355e-06,2.42149934471013e-05,3.53200351760326,"AFAP1"
"ENSG00000197256",-0.153060493164047,5.99016355433634,-5.29297390788443,2.18186930397021e-06,2.43725731710317e-05,3.30390359425622,"KANK2"
"ENSG00000149782",-0.303241283772715,5.91696399476214,-5.29211516074662,2.18865410761043e-06,2.4443107374633e-05,3.65865617555404,"PLCB3"
"ENSG00000116260",-0.279644399183046,6.20938116728782,-5.29121640346633,2.19577730827949e-06,2.45068559128577e-05,3.03227955572691,"QSOX1"
"ENSG00000214900",-0.516157228497491,5.07132599109958,-5.29079618798873,2.19911561192187e-06,2.45388428912777e-05,4.64701786273755,"LINC01588"
"ENSG00000197329",-0.186338331594288,5.88292199322588,-5.28994257420507,2.20591236546677e-06,2.46041157225119e-05,3.54289497024629,"PELI1"
"ENSG00000137628",-0.312140680648771,5.862697937009,-5.28911623987534,2.2125116435576e-06,2.46618386460827e-05,3.71187808585682,"DDX60"
"ENSG00000272913",-0.516808297417322,5.31350483827871,-5.28856222585254,2.21694701362034e-06,2.47059770797149e-05,4.50068542677197,"AC009237.14"
"ENSG00000115170",-0.130985516430366,5.90092302676541,-5.28816233429657,2.22015394534769e-06,2.47326909516524e-05,3.43475407044299,"ACVR1"
"ENSG00000266088",-1.62319735233888,4.62004018880888,-5.28775827198854,2.22339897103319e-06,2.47619442960468e-05,4.48946228244236,"AC004585.1"
"ENSG00000234380",-0.799911962068975,5.18788473723104,-5.28750243987282,2.22545597738352e-06,2.47795413306866e-05,4.674572843761,"LINC01426"
"ENSG00000254367",-1.05634661170427,2.23957122220499,-5.28701613924483,2.22937123079927e-06,2.48178172112589e-05,4.73262961490454,"AC087269.1"
"ENSG00000230170",-1.26825658609472,2.65795609996849,-5.28601676848877,2.23743859717863e-06,2.49022889626861e-05,4.68226340892107,"HNRNPA1P28"
"ENSG00000182179",-0.20443083761287,5.9193574826324,-5.28253005485446,2.26581098596149e-06,2.5191085804546e-05,3.47676996596851,"UBA7"
"ENSG00000184378",-0.493152759611018,5.03893785693782,-5.27954522051283,2.29038108256573e-06,2.54370369310859e-05,4.60997061508318,"ACTRT3"
"ENSG00000253204",-1.00151120724645,2.19212059682203,-5.27832583332299,2.30049406643438e-06,2.55438915852814e-05,4.70362728395742,"AC090281.1"
"ENSG00000136492",-0.594730917140284,5.22533271795735,-5.277910450889,2.3039490834812e-06,2.55658630250282e-05,4.54277379137674,"BRIP1"
"ENSG00000143207",-0.130186611627286,5.86287273478537,-5.27771523191938,2.30557461878489e-06,2.55784376989857e-05,3.47038476982922,"COP1"
"ENSG00000141968",-0.440515481762355,5.59523200213567,-5.27690694757452,2.31231702590244e-06,2.56422878898047e-05,4.14193733475294,"VAV1"
"ENSG00000142864",-0.0960448176105011,6.12259558677011,-5.27580200599704,2.32156550223541e-06,2.57393542687022e-05,2.89153515228245,"SERBP1"
"ENSG00000165480",-0.650232883925621,5.2923980161661,-5.27473297062101,2.33054815199593e-06,2.5822413881168e-05,4.52282342771767,"SKA3"
"ENSG00000115008",-2.32349602281463,4.65171739503554,-5.27252497134717,2.34920965734761e-06,2.60125401828299e-05,4.26598597398058,"IL1A"
"ENSG00000126458",-0.325953482956624,5.94729195933981,-5.27239813751576,2.35028609134898e-06,2.6018914040048e-05,3.56607023014367,"RRAS"
"ENSG00000253746",-1.93489000123431,3.47555076065759,-5.27157753848096,2.3572622460987e-06,2.60794724731286e-05,4.5553859386797,"AC091182.2"
"ENSG00000138795",-0.399899166097846,5.67973780796731,-5.27143335835342,2.3584900709365e-06,2.60875012019236e-05,3.99488346223177,"LEF1"
"ENSG00000134627",-0.391283989008208,5.54566883572396,-5.26676607229986,2.39857864882193e-06,2.65027127011685e-05,4.13022660265087,"PIWIL4"
"ENSG00000211599",-2.1834986964769,3.48868517668204,-5.26461601393467,2.41727138856001e-06,2.66634955929796e-05,4.64179199812111,"IGKV5-2"
"ENSG00000163466",-0.148768322984238,6.17883420077941,-5.26459776132044,2.41743069113126e-06,2.66634955929796e-05,2.82210573212775,"ARPC2"
"ENSG00000279106",-1.37737603003895,2.95250460957123,-5.26454395765758,2.41790033131481e-06,2.66634955929796e-05,4.54770821169156,"AC009093.7"
"ENSG00000156463",-2.12763769506389,5.51336356127885,-5.25984909464038,2.45922900549478e-06,2.70692338456516e-05,4.58828639944789,"SH3RF2"
"ENSG00000064666",-0.427466353981933,6.07032232488196,-5.25941983617705,2.46304231666e-06,2.71054650539618e-05,3.45406766929948,"CNN2"
"ENSG00000134602",-0.337242659515018,5.65266771420682,-5.25928145818564,2.46427283750641e-06,2.71132636594256e-05,3.90838768660967,"STK26"
"ENSG00000137965",-0.505048440616404,5.78048937204888,-5.25885824981771,2.468039963664e-06,2.71489621579927e-05,3.93446572036692,"IFI44"
"ENSG00000162636",-0.223702389462344,5.7807881308722,-5.2564095277896,2.48994861748625e-06,2.73667845299092e-05,3.61020679664723,"FAM102B"
"ENSG00000172037",-0.188796358364825,6.12979693981121,-5.25625213967674,2.49136330398901e-06,2.73765416868538e-05,2.94722703735418,"LAMB2"
"ENSG00000121621",-0.823089995477915,5.20827647735755,-5.25545205482091,2.4985671455219e-06,2.74498958508025e-05,4.55755113604227,"KIF18A"
"ENSG00000189159",-0.333574689662777,6.00911374381488,-5.25531445984306,2.49980809731679e-06,2.74577230207181e-05,3.41602462525196,"JPT1"
"ENSG00000113946",-1.86473907088324,4.69737923309131,-5.25381333482006,2.51338609011579e-06,2.75893642353424e-05,4.34043252619293,"CLDN16"
"ENSG00000159871",-0.645566319634868,5.21801816540608,-5.25295070412112,2.52122163347686e-06,2.76695286746212e-05,4.49036362801625,"LYPD5"
"ENSG00000156970",-0.466695631354062,5.47928511554595,-5.25144593703776,2.53494758147445e-06,2.78084177888352e-05,4.18367968253033,"BUB1B"
"ENSG00000079257",-0.237112496577608,5.74919873966986,-5.25130449206844,2.53624157313895e-06,2.78167394323118e-05,3.66857210916889,"LXN"
"ENSG00000227718",-1.20824197767902,2.36542697975616,-5.25094738644774,2.53951140719794e-06,2.78455975976624e-05,4.6112175480413,"AC016730.1"
"ENSG00000237691",-1.14854596369899,2.31417914043645,-5.25018526523166,2.54650366668534e-06,2.789395983533e-05,4.60870582634541,"IFNWP2"
"ENSG00000213654",-0.285837294781474,5.76770270525062,-5.24908248825605,2.55665496225194e-06,2.79933512979636e-05,3.69614586354574,"GPSM3"
"ENSG00000266869",-1.44446633218828,2.56959352473064,-5.24804557557831,2.56623634506294e-06,2.8086421544428e-05,4.60188436068244,"AC005993.1"
"ENSG00000261040",-1.6038466283885,4.98377732802386,-5.24740873429792,2.57213848429168e-06,2.81450890507351e-05,4.51464737818248,"WFDC21P"
"ENSG00000125731",-1.02617472472074,5.71840502316014,-5.24726035026808,2.57351560372012e-06,2.81542281902874e-05,4.35569751758606,"SH2D3A"
"ENSG00000242731",-1.03933423570462,2.22513583935321,-5.24482266755687,2.59624351860281e-06,2.83849401863406e-05,4.59091707978481,"FAM86LP"
"ENSG00000146670",-0.471389774590483,5.56967173356631,-5.24423014639195,2.60179775516092e-06,2.8439680322245e-05,4.080914993424,"CDCA5"
"ENSG00000108813",-1.68986275899282,4.41212015291457,-5.24401090084414,2.60385590918499e-06,2.84561905565413e-05,4.25076768093435,"DLX4"
"ENSG00000144468",-0.108011368147904,5.77751017278871,-5.24370863371926,2.60669605471361e-06,2.84812380287257e-05,3.45471511120214,"RHBDD1"
"ENSG00000157191",-0.158593066082747,5.94881513874591,-5.2417809122953,2.62488117264135e-06,2.8673901691213e-05,3.232365439704,"NECAP2"
"ENSG00000189043",-0.164208038001632,6.02520412980105,-5.23992202051639,2.64253539327459e-06,2.88546203913804e-05,3.07779763358945,"NDUFA4"
"ENSG00000280032",-1.75017785952282,4.70583798319423,-5.23956622672732,2.64592774813371e-06,2.88855915584238e-05,4.33575316305935,"AP002800.1"
"ENSG00000114251",-0.638570780520065,5.71967003863292,-5.23939742568446,2.64753870110758e-06,2.8897106234736e-05,4.034771503254,"WNT5A"
"ENSG00000124356",-0.118962356662844,5.8585594532085,-5.23867452884289,2.65444860984943e-06,2.89603576388319e-05,3.31686848707209,"STAMBP"
"ENSG00000164626",-0.752122034677793,5.80628230575673,-5.23846546652532,2.65645027221112e-06,2.89761111573497e-05,4.05800224501077,"KCNK5"
"ENSG00000159128",-0.16289693181072,6.03716887263571,-5.23736721909532,2.6669898769422e-06,2.90793995223929e-05,3.05477487297451,"IFNGR2"
"ENSG00000206013",-1.53462165752631,2.91790423618485,-5.23736212137129,2.66703889448747e-06,2.90793995223929e-05,4.54344618866188,"IFITM5"
"ENSG00000162849",-0.43821767473562,5.81853023446245,-5.23607523791036,2.67944146567354e-06,2.92084980922374e-05,3.71819803905585,"KIF26B"
"ENSG00000138778",-0.568097995503046,5.45230396942404,-5.23494149598345,2.69041519621116e-06,2.93219700239049e-05,4.21234009993782,"CENPE"
"ENSG00000159231",-0.370540139080534,5.30457804801331,-5.23440509364078,2.69562257367775e-06,2.93725619112529e-05,4.22347318112269,"CBR3"
"ENSG00000135838",-0.301108822957994,5.59057633420966,-5.23423354263769,2.69729008107783e-06,2.93845688555919e-05,3.88424519137297,"NPL"
"ENSG00000066248",-0.929499558977025,5.57955855145969,-5.23366159948004,2.70285682215859e-06,2.94328701191422e-05,4.36473579084251,"NGEF"
"ENSG00000096063",-0.169804498469705,5.90905446666672,-5.23227372614962,2.71641215554334e-06,2.95618929889189e-05,3.27644884757979,"SRPK1"
"ENSG00000107859",-1.45660004139039,2.84106211566765,-5.23156589230821,2.72335133249535e-06,2.96249989799966e-05,4.521172684779,"PITX3"
"ENSG00000188643",-0.519521459716705,6.1147603487597,-5.23149873047849,2.72401065338633e-06,2.96259680732747e-05,3.38948114156535,"S100A16"
"ENSG00000226779",-0.968442334105883,2.16214921721413,-5.23110918047556,2.7278379298782e-06,2.96613838026145e-05,4.54511884057657,"NAALADL2-AS2"
"ENSG00000085978",-0.161096884119039,5.84419270754655,-5.23071109904688,2.73175450134958e-06,2.9691542544585e-05,3.37266961021075,"ATG16L1"
"ENSG00000242640",-1.28722555092349,2.64652501877163,-5.22961154149602,2.74260144659644e-06,2.97969710490321e-05,4.52302342657465,"RPS29P11"
"ENSG00000143013",-0.271675364350649,5.96630196122203,-5.22845584572498,2.75404793774377e-06,2.99088224409573e-05,3.30192437078467,"LMO4"
"ENSG00000105997",-0.609048117777274,5.44550094400398,-5.22505656715381,2.78798939584195e-06,3.02458135459537e-05,4.22693934885173,"HOXA3"
"ENSG00000263432",-0.959801886381261,4.55172058598244,-5.2241184977395,2.79742827920611e-06,3.03355434810842e-05,4.46486553278754,"RN7SL689P"
"ENSG00000104375",-0.196341658382093,5.76585416710322,-5.2227468703803,2.81128634761504e-06,3.04731005432906e-05,3.49205060503291,"STK3"
"ENSG00000121957",-0.248332079294436,5.55092434917517,-5.22202258642169,2.81863133210679e-06,3.05336055521843e-05,3.82672358668477,"GPSM2"
"ENSG00000236385",-1.42203845509006,2.75617039600086,-5.22111514161347,2.8278604489512e-06,3.06271965321681e-05,4.49776511893259,"AC026355.3"
"ENSG00000279490",-1.19299828601055,2.62645460132822,-5.22084126173962,2.83065177439936e-06,3.06510384091589e-05,4.47844412607756,"AC109446.4"
"ENSG00000130768",-0.473508652795479,5.60780739329785,-5.22021388749313,2.83705607640797e-06,3.0713984453782e-05,3.96702353268923,"SMPDL3B"
"ENSG00000142733",-0.219242075354965,5.84204464753206,-5.21941409540448,2.84524114454252e-06,3.07792407649441e-05,3.39534951554866,"MAP3K6"
"ENSG00000105810",-0.29044414335181,5.9015209900306,-5.21821610400238,2.85754493226971e-06,3.08907385374824e-05,3.35221858143266,"CDK6"
"ENSG00000065135",-0.120809319168358,5.98219586112504,-5.21810539428334,2.85868460239197e-06,3.08966298798985e-05,3.02015035015715,"GNAI3"
"ENSG00000237254",-1.8528763239041,4.10633451312621,-5.21773072357836,2.86254486853619e-06,3.09254847369368e-05,4.06894887368941,"TRBV30"
"ENSG00000268833",-2.07152899452535,3.69057021081852,-5.21743982422333,2.86554557269948e-06,3.09514666702763e-05,4.37772737248275,"AC243967.2"
"ENSG00000157045",-0.16325195742178,5.6913269454808,-5.21672231816502,2.87296009545358e-06,3.10251026396166e-05,3.56004043934286,"NTAN1"
"ENSG00000236671",-1.81341784808623,3.5688232076579,-5.21658455218781,2.87438589534631e-06,3.10340492117254e-05,4.27268119713529,"PRKG1-AS1"
"ENSG00000130529",-0.406805939887858,5.9083966174549,-5.21462437699977,2.89474829523514e-06,3.12279387314465e-05,3.51996677107317,"TRPM4"
"ENSG00000143549",-0.139213698626033,6.19610471133311,-5.21451092433931,2.89593118882501e-06,3.12342140303539e-05,2.58064507426688,"TPM3"
"ENSG00000120334",-0.225375901889494,5.35866515211279,-5.21250022522284,2.91697457267353e-06,3.14415968773196e-05,3.99406248803514,"CENPL"
"ENSG00000238120",-1.67964885216637,4.41303255091326,-5.21129611774326,2.92964846059558e-06,3.15651091086236e-05,4.15314691560179,"LINC01589"
"ENSG00000136560",-0.124843019405218,5.84683533132008,-5.20990698047086,2.94433730182761e-06,3.17089748718773e-05,3.24472125498927,"TANK"
"ENSG00000204949",-2.85827542341469,4.23391086804002,-5.20903497003262,2.95359505271507e-06,3.17967420987897e-05,4.43394024126909,"FAM83A-AS1"
"ENSG00000279191",-1.56973870381113,4.04750308698844,-5.20801373779261,2.96447349214474e-06,3.19006329351466e-05,4.04903514834137,"AC068491.4"
"ENSG00000176177",-2.40845859244882,4.16649027743228,-5.2039059244955,3.00863118273521e-06,3.23289399106153e-05,4.18173785676535,"ENTHD1"
"ENSG00000110934",-0.370646094731907,5.47371032036857,-5.20359330208342,3.01201818748115e-06,3.23519522250147e-05,3.95481165782914,"BIN2"
"ENSG00000159840",-0.223504415081726,6.12870921286272,-5.20232676303922,3.02577856880024e-06,3.24863194386129e-05,2.82760916879041,"ZYX"
"ENSG00000170909",-0.632655921325165,5.41503624628857,-5.20211654768774,3.02806844981989e-06,3.25041876532939e-05,4.18357937543214,"OSCAR"
"ENSG00000235366",-1.48449239361879,2.98891249610135,-5.20183323263789,3.0311573089214e-06,3.2530623182752e-05,4.37987088769236,"LINC01055"
"ENSG00000189337",-0.321018988855014,5.54020446296015,-5.20035220543481,3.04735489257794e-06,3.26774563651175e-05,3.82338200120455,"KAZN"
"ENSG00000112033",-0.173517426947551,5.89927282739406,-5.20016196554535,3.04944166382891e-06,3.26930854730844e-05,3.18413171528668,"PPARD"
"ENSG00000120149",-1.22181763834625,5.23840499283703,-5.19939749358516,3.05784148134342e-06,3.27696155779118e-05,4.43660294793584,"MSX2"
"ENSG00000140650",-0.179014106707644,5.64159671202677,-5.19825563453312,3.07043039680596e-06,3.28977399124886e-05,3.56983738569532,"PMM2"
"ENSG00000119139",-0.190629358910257,5.99634939761425,-5.19685286471469,3.08596574256733e-06,3.30573740596584e-05,3.01049689208812,"TJP2"
"ENSG00000170439",-0.731477823575613,5.56012926058462,-5.1961699792075,3.09355653703394e-06,3.31250280966738e-05,4.12475443984084,"METTL7B"
"ENSG00000103534",-1.06337948210766,5.89977329005717,-5.19498663203987,3.10675392296435e-06,3.3245786470379e-05,4.03358640580043,"TMC5"
"ENSG00000164691",-0.425401903927138,5.41193143888961,-5.19482843966072,3.10852237524949e-06,3.32578606844547e-05,4.02432726441734,"TAGAP"
"ENSG00000253102",-1.29407559909399,2.63497010647741,-5.19426445037837,3.11483535544051e-06,3.33185414981586e-05,4.40601694341933,"AC004707.1"
"ENSG00000121039",-0.26756203102421,5.85308333459456,-5.19271925674851,3.13219616186738e-06,3.34798134728971e-05,3.35379737155534,"RDH10"
"ENSG00000062650",-0.0974865838135095,5.9096283322763,-5.19269319722676,3.13248976578806e-06,3.34798134728971e-05,3.03398386237359,"WAPL"
"ENSG00000171989",-1.21567598422167,3.839747906257,-5.19180477721862,3.14251553048559e-06,3.35731548161317e-05,4.00514156489619,"LDHAL6B"
"ENSG00000068650",-0.165179042655781,5.96128716351111,-5.18981822094599,3.16504819723151e-06,3.37856325994544e-05,3.00681965745204,"ATP11A"
"ENSG00000135862",-0.196424229601192,6.12401532610008,-5.1897648828247,3.16565537772152e-06,3.37856325994544e-05,2.72584518944428,"LAMC1"
"ENSG00000167895",-0.394417426054313,5.62871002430869,-5.18925960634571,3.17141294398426e-06,3.38331803063159e-05,3.76813684279821,"TMC8"
"ENSG00000242193",-0.390934515967829,5.73923500925453,-5.18805510474177,3.18517973455689e-06,3.39643771290038e-05,3.62819060622945,"CRYZL2P"
"ENSG00000090487",-0.105379890083407,5.98218005912065,-5.18801211865491,3.18567212822181e-06,3.39643771290038e-05,2.88965079119878,"SPG21"
"ENSG00000259471",-1.7289736448795,3.02321608491106,-5.18716835315633,3.19535242150574e-06,3.40605949337114e-05,4.38208522408568,"LINC01169"
