"","variable","R"
"283","DPY19L1P2",-0.184653404742165
"284","OR6C72P",0.0643721330049367
"285","AC027281.2",0.0112912290609167
"286","RNU1-129P",-0.0272660320696265
"287","NCAPG",-0.0337194731724213
"288","IGHV5-78",0.516930448410202
"289","FANK1",-0.218614733694889
"290","NOP2",0.185423760190539
"291","ZNF880",0.172638248446599
"292","MELTF",-0.0798253462867175
"293","ZNF736P9Y",-0.022481150185317
"294","PTPRB",0.306353640924785
"295","AC025159.1",-0.00805489230450738
"296","AC116914.1",0.374418673496528
"297","AC108145.1",NA
"298","DGKD",0.216661972209477
"299","TMCO1",-0.272953656252271
"300","AC012499.1",0.009180910434937
"301","AC117500.5",0.0653539348535518
"302","RAB5C",0.277474269232262
"303","NPBWR2",0.121364783247222
"304","UPP1",0.220370427507462
"305","AP001610.2",0.30315145295144
"306","AC064859.1",-0.0844027907280536
"307","AC008760.1",-0.0520408985906683
"308","AC093323.2",-0.213421822244119
"309","RNA5SP36",-0.140877656385507
"310","RPS17P17",NA
"311","TRABD2B",0.404017592768612
"312","RPL36P2",0.11305773829711
"313","AC073534.1",0.113992757261787
"314","RPS3AP17",0.105616060672627
"315","AC020914.3",-0.0519452090385314
"316","AC244157.1",0.255887363156251
"317","AMN",-0.207049449056514
"318","KCNE1B",0.300434675794905
"319","KLK10",-0.0635682902032017
"320","AL133338.1",-0.0595094607412332
"321","MRPL57P7",0.0120447574774351
"322","AF096876.1",NA
"323","KDM5B",-0.168977567129908
"324","KRTAP19-3",-0.0601278165430727
"325","STPG1",-0.124794596762716
"326","AC004951.3",-0.137305408114212
"327","FHOD1",0.392213438223763
"328","PTPRH",-0.270953120785563
"329","PCMTD1",0.0197157249054722
"330","AL121957.1",0.0992364712499933
"331","OR14A16",-0.069108974902137
"332","NDUFS5P6",NA
"333","U3",-0.00439620157037058
"334","AC002128.1",0.0435151299203468
"335","AC112907.2",-0.0056184472185152
"336","GLRA3",0.278585885471289
"337","AACSP1",-0.12940828870394
"338","RPS28P7",0.0860379544375559
"339","COX7A2P2",-0.0356628645094528
"340","MINDY4",-0.186864941959589
"341","MAP2K7",-0.100768265336692
"342","AC013733.2",0.123587547563541
"343","AP000281.2",0.0330705254970675
"344","SMIM32",-0.0327739627691247
"345","AL109955.1",0.407277573729655
"346","ZNF767P",0.173197602144256
"347","AC010376.1",NA
"348","MT-TL1",-0.107642203460491
"349","AP5S1",0.0248633713899541
"350","GRIP1",0.0294675888372112
"351","RPS29P12",-0.0678217645765964
"352","VRK3",-0.114789928846627
"353","Z80107.2",-0.0153780308320557
"354","SRSF10P1",0.029803699297136
"355","LINC01880",0.00510117388197898
"356","SNORD99",0.0342768362875237
"357","FP236315.1",-0.0987572570701615
"358","AC027369.4",NA
"359","NDUFAF4P4",0.139568984529655
"360","AC123904.2",NA
"361","VENTXP3",0.103392413513121
"362","ARMH2",0.175539176941125
"363","SLC2A1",-0.157103742195672
"364","LEMD1-AS1",-0.0527364268600326
"365","AL360270.2",0.016672124180502
"366","WNT1",0.392379924481891
"367","MIR4635",0.154698882767479
"368","AC104825.1",0.280020224318748
"369","AC024681.2",0.0975381993185348
"370","AC012414.4",NA
"371","AC134050.1",0.135432013711472
"372","MUSK",0.560402542700391
"373","CDY1",NA
"374","AL591684.3",0.0775872235906043
"375","LINC02317",-0.0315094543461359
"376","ST6GALNAC4P1",-0.0607337899076476
"377","POLR2LP1",-0.0666321125091531
"378","AC093802.1",-0.0441902793364959
"379","RNA5SP465",-0.000750866225584551
"380","DUX4L5",NA
"381","AC093249.6",-0.0540990573596316
"382","WASH4P",0.0299831497186809
"383","RNU6-175P",0.0111284029569608
"384","RNU6-428P",-0.0162698797704785
"385","SPINK1",-0.0660445432658095
"386","AL031710.1",0.0644334718608439
"387","PHKBP2",-0.0669027018779543
"388","AC107015.1",0.126622107778941
"389","VSTM2B",0.313415901740253
"390","HCG27",0.185258541838562
"391","AL132655.4",NA
"392","RN7SL521P",-0.0382870229037247
"393","AC139768.1",0.301468751337423
"394","AC091819.2",NA
"395","AC079298.1",0.164261870878591
"396","SPATA31D1",0.103110541293663
